set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
CLERMONTFERRAND-1,Clermont-Ferrand Exclusive Minifigure Pack,/sets/CLERMONTFERRAND-1/Clermont-Ferrand-Exclusive-Minifigure-Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,16,0,,,,"New: $339, Used: Not known",,,"Camera, France, Minifigure Pack, Sports",Other,Blister pack,"[FR] LEGO Store Grand Opening Exclusive Set, Clermont-Ferrand, France, February 2014. Free with minimum purchase. Limited to 300 sets. Note that all backing cards were numbered 1."
COMCON034-1,Rocket Raccoon's Warbird,/sets/COMCON034-1/Rocket-Raccoon-s-Warbird,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014,145,1,,/minifigs/inset-COMCON034-1,$39.99,"New: $315, Used: Not known",4.0,1review,"Rocket Raccoon, Guardians Of The Galaxy, Marvel Cinematic Universe, SDCC, Space, Spaceship",Other,Box,Available to purchase at San Diego Comic Con 2014.
COMCON035-1,The Collector,/sets/COMCON035-1/The-Collector,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014,8,1,,/minifigs/inset-COMCON035-1,,"New: $406, Used: Not known",,,"The Collector, Guardians Of The Galaxy, Infinity Stone, Marvel Cinematic Universe, Reality Stone, SDCC, Space",Other,Plastic box,Given away at SDCC 2014.
COMCON036-1,Batman of Zur-En-Arrh,/sets/COMCON036-1/Batman-of-Zur-En-Arrh,Licensed,DC Comics Super Heroes,Batman,2014,6,1,,/minifigs/inset-COMCON036-1,,"New: $395, Used: Not known",,,"Batman, SDCC",Other,Plastic box,Given away at SDCC 2014.
COMCON037-1,Batman Classic TV Series Batmobile,/sets/COMCON037-1/Batman-Classic-TV-Series-Batmobile,Licensed,DC Comics Super Heroes,Batman Classic TV Series,2014,152,2,,/minifigs/inset-COMCON037-1,,"New: $371, Used: Not known",5.0,1review,"Batman, Robin, Batmobile, SDCC",Other,Box,Available to purchase at San Diego Comic Con 2014.
COMCON038-1,Bard the Bowman,/sets/COMCON038-1/Bard-the-Bowman,Licensed,The Hobbit,Promotional Exclusive Minifigure,2014,5,1,,/minifigs/inset-COMCON038-1,,"New: $143, Used: Not known",,,"Bard, SDCC",Other,Plastic box,Given away at SDCC 2014.
COMCON039-1,The Ghost Starship,/sets/COMCON039-1/The-Ghost-Starship,Licensed,Star Wars,Rebels,2014,132,1,,/minifigs/inset-COMCON039-1,,"New: $176, Used: $50",,,"C1-10P (Chopper), Cartoon, Droid, Microscale, Phoenix Squadron, Rebel Alliance, SDCC, Spectres",Other,Box,Available to purchase at San Diego Comic Con 2014.
COMCON040-1,Unikitty -- CuteseyKitty,/sets/COMCON040-1/Unikitty-CuteseyKitty,Licensed,The LEGO Movie,Promotional Exclusive Minifigure,2014,16,1,,/minifigs/inset-COMCON040-1,,"New: $198, Used: Not known",4.0,1review,"Unikitty, Brick Built Animals, Cloud Cuckoo Land, Female, Master Builders, SDCC, The Lego Movie",Other,Plastic box,Given away at SDCC 2014.Same as COMCON040-2 
COMCON040-2,Unikitty -- CheeryKitty,/sets/COMCON040-2/Unikitty-CheeryKitty,Licensed,The LEGO Movie,Promotional Exclusive Minifigure,2014,16,1,,/minifigs/inset-COMCON040-2,,"New: Not known, Used: Not known",,,"Unikitty, Brick Built Animals, Cat, Master Builders, SDCC, The Lego Movie",Other,Plastic box,Given away at SDCC 2014.Same as COMCON040-1 
COMCON042-1,Exclusive Tahu Mask,/sets/COMCON042-1/Exclusive-Tahu-Mask,Constraction,Bionicle,Exclusive Masks,2014,1,0,,,,"New: $50, Used: Not known",4.3,3,"Ccbs, Mask Of Fire, NYCC",Other,Blister pack,"Given to attendees of the Bionicle relaunch event at NYCC, October 2014A VIP version of this set was given out to participants in an invititation-only event at the Flatiron District LEGO Store in New York. Only 100 of this version were released."
EMMET-1,The LEGO Movie Promotional Figure - Emmet,/sets/EMMET-1/The-LEGO-Movie-Promotional-Figure-Emmet,Licensed,The LEGO Movie,Promotional,2014,,1,,/minifigs/inset-EMMET-1,,"New: $60, Used: $50",,,"Emmet Brickowski, Construction, Master Builders, The Lego Movie",Other,None (loose parts),"Promotional zipseal packet given out at LEGO day at the Skirball Cultural center, LA, containing one TLM Collectable minifigure without accessories, but includes an exclusive printed TLM minifigure stand. [US]"
EMMETSCAR-1,Emmet's Car/Fly Car,/sets/EMMETSCAR-1/Emmet-s-Car-Fly-Car,Licensed,The LEGO Movie,Promotional,2014,40,0,,,,"New: Not known, Used: Not known",,,"Bricksburg, Emmet Car",Other,,"[CA] In-store build in Toys R Us, February 2014.View instructions"
FANEXPO001-1,The Ghost Starship (FAN EXPO edition),/sets/FANEXPO001-1/The-Ghost-Starship-(FAN-EXPO-edition),Licensed,Star Wars,Rebels,2014,134,1,,/minifigs/inset-FANEXPO001-1,,"New: $152, Used: Not known",,,"Kanan Jarrus, Cartoon, Microscale, Phoenix Squadron, Rebel Alliance, Spectres",Other,Box,"Available to purchase at FAN EXPO, Toronto, August 2014."
FLATIRON-1,Flatiron Exclusive Minifigure Pack,/sets/FLATIRON-1/Flatiron-Exclusive-Minifigure-Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,,0,,,,"New: $100, Used: Not known",,,"Medical, Minifigure Pack, New York, USA",Other,Blister pack,"LEGO Store Grand Opening Exclusive Set, Flatiron, NY City, USA. Free with minimum purchase. "
ISBN1409347303-1,"LEGO Star Wars: The Visual Dictionary, Updated and Expanded",/sets/ISBN1409347303-1/LEGO-Star-Wars-The-Visual-Dictionary-Updated-and-Expanded,Miscellaneous,Books,Dorling Kindersley,2014,4,1,,/minifigs/inset-ISBN1409347303-1,"£16.99, $21.99","New: Not known, Used: Not known",5.0,3,"Luke Skywalker, Book With Minifigure, Tatooine, Visual Dictionary",Book,,
ISBN1409347389-1,LEGO Star Wars: The Dark Side,/sets/ISBN1409347389-1/LEGO-Star-Wars-The-Dark-Side,Miscellaneous,Books,Dorling Kindersley,2014,5,1,,/minifigs/inset-ISBN1409347389-1,$16.99,"New: Not known, Used: Not known",3.5,2,"Palpatine, Book With Minifigure, Galactic Empire, Sith",Book,,
ISBN1409350541-1,LEGO Legends of Chima: Character Encyclopedia,/sets/ISBN1409350541-1/LEGO-Legends-of-Chima-Character-Encyclopedia,Miscellaneous,Books,Dorling Kindersley,2014,10,1,,/minifigs/inset-ISBN1409350541-1,,"New: Not known, Used: Not known",4.0,1review,"Firox, Book With Minifigure, Character Encyclopedia",Book,,
ISBN1409354431-1,"LEGO Ninjago: Brickmaster, Updated and Expanded",/sets/ISBN1409354431-1/LEGO-Ninjago-Brickmaster-Updated-and-Expanded,Miscellaneous,Books,Dorling Kindersley,2014,,0,,,,"New: Not known, Used: Not known",4.0,1review,Dk Brickmaster,Book,,
ISBN1438004117-1,"Brick Wonders: Ancient, Natural and Modern Marvels in LEGO (US edition)",/sets/ISBN1438004117-1/Brick-Wonders-Ancient-Natural-and-Modern-Marvels-in-LEGO-(US-edition),Miscellaneous,Books,Barron's Educational Series,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Warren Elsmore
ISBN1438005180-1,Brick Flicks: 60 Iconic Movie Scenes and Posters Made from LEGO (US edition),/sets/ISBN1438005180-1/Brick-Flicks-60-Iconic-Movie-Scenes-and-Posters-Made-from-LEGO-(US-edition),Miscellaneous,Books,Barron's Educational Series,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Warren Elsmore
ISBN1465418946-1,LEGO Friends: Character Encyclopedia,/sets/ISBN1465418946-1/LEGO-Friends-Character-Encyclopedia,Miscellaneous,Books,Dorling Kindersley,2014,6,1,,/minifigs/inset-ISBN1465418946-1,$18.99,"New: Not known, Used: Not known",4.0,1review,"Naya, Book With Minifigure, Character Encyclopedia",Book,,
ISBN1465422994-1,LEGO Ninjago: The Visual Dictionary,/sets/ISBN1465422994-1/LEGO-Ninjago-The-Visual-Dictionary,Miscellaneous,Books,Dorling Kindersley,2014,5,1,,/minifigs/inset-ISBN1465422994-1,,"New: Not known, Used: Not known",4.0,1review,"Zane, Book With Minifigure, Ninjago Ninjas, Visual Dictionary",Book,,
ISBN1497409144-1,The 2013 LEGO Minifigure Catalog: 1st Edition,/sets/ISBN1497409144-1/The-2013-LEGO-Minifigure-Catalog-1st-Edition,Miscellaneous,Books,CreateSpace/Bartneck,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Christoph Bartneck
ISBN1497434254-1,The Star Wars LEGO Minifigure Catalog: 3rd Edition,/sets/ISBN1497434254-1/The-Star-Wars-LEGO-Minifigure-Catalog-3rd-Edition,Miscellaneous,Books,CreateSpace/Bartneck,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Christoph Bartneck
ISBN1497576644-1,The 2012 LEGO Minifigure Catalog: 2nd Edition,/sets/ISBN1497576644-1/The-2012-LEGO-Minifigure-Catalog-2nd-Edition,Miscellaneous,Books,CreateSpace/Bartneck,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Christoph Bartneck
ISBN1593275285-1,Steampunk LEGO,/sets/ISBN1593275285-1/Steampunk-LEGO,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Guy Himber
ISBN1593275323-1,The LEGO MINDSTORMS EV3 Discovery Book,/sets/ISBN1593275323-1/The-LEGO-MINDSTORMS-EV3-Discovery-Book,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Laurens Valk
ISBN1593275536-1,The Art of LEGO Design,/sets/ISBN1593275536-1/The-Art-of-LEGO-Design,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Jordan Schwartz
ISBN1593275684-1,The Art of LEGO MINDSTORMS EV3 Programming,/sets/ISBN1593275684-1/The-Art-of-LEGO-MINDSTORMS-EV3-Programming,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Terry Griffin
ISBN1593275714-1,The LEGO Neighborhood Book: Build a LEGO Town!,/sets/ISBN1593275714-1/The-LEGO-Neighborhood-Book-Build-a-LEGO-Town!,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,"Authors: Brian Lyles, Jason Lyles"
ISBN1593275862-1,Beautiful LEGO 2,/sets/ISBN1593275862-1/Beautiful-LEGO-2,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Mike Doyle
ISBN1593275870-1,Incredible LEGO Technic,/sets/ISBN1593275870-1/Incredible-LEGO-Technic,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Pawel ‘Sariel’ Kmiec
ISBN1593275889-1,The Art of the Brick: A Life in LEGO,/sets/ISBN1593275889-1/The-Art-of-the-Brick-A-Life-in-LEGO,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Nathan Sawaya
ISBN1593276001-1,The LEGO MINDSTORMS EV3 Idea Book,/sets/ISBN1593276001-1/The-LEGO-MINDSTORMS-EV3-Idea-Book,Miscellaneous,Books,No Starch Press,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Yoshihito Isogawa
ISBN1626362122-1,"Extreme Bricks: Spectacular, Record-Breaking and Astounding LEGO Projects from Around the World",/sets/ISBN1626362122-1/Extreme-Bricks-Spectacular-Record-Breaking-and-Astounding-LEGO-Projects-from-Around-the-World,Miscellaneous,Books,Skyhorse Publishing,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Sarah Herman
ISBN1627790179-1,Cool Creations in 101 Pieces,/sets/ISBN1627790179-1/Cool-Creations-in-101-Pieces,Miscellaneous,Books,Henry Holt & Company,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Sean Kenney
ISBN1629146498-1,Brick Flicks: A Comprehensive Guide to Making Your Own Stop-Motion LEGO Movies,/sets/ISBN1629146498-1/Brick-Flicks-A-Comprehensive-Guide-to-Making-Your-Own-Stop-Motion-LEGO-Movies,Miscellaneous,Books,Skyhorse Publishing,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Sarah Herman
ISBN162914682X-1,United States of LEGO: A Brick Tour of America,/sets/ISBN162914682X-1/United-States-of-LEGO-A-Brick-Tour-of-America,Miscellaneous,Books,Skyhorse Publishing,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Jeff Friesen
ISBN1845338871-1,"Brick Wonders: Ancient, Natural and Modern Marvels in LEGO",/sets/ISBN1845338871-1/Brick-Wonders-Ancient-Natural-and-Modern-Marvels-in-LEGO,Miscellaneous,Books,Mitchell Beazley,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Warren Elsmore
ISBN1845339754-1,Brick Flicks: 60 Cult Movie Scenes and Posters Made from LEGO,/sets/ISBN1845339754-1/Brick-Flicks-60-Cult-Movie-Scenes-and-Posters-Made-from-LEGO,Miscellaneous,Books,Mitchell Beazley,2014,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Warren Elsmore
ISBN8461641884-1,Kaneda's Bike,/sets/ISBN8461641884-1/Kaneda-s-Bike,Miscellaneous,Books,Arvo Brothers,2014,,0,,,,"New: Not known, Used: Not known",5.0,1review,,Book,,
LORDBUSINESS-1,The LEGO Movie Promotional Figure - Lord Business,/sets/LORDBUSINESS-1/The-LEGO-Movie-Promotional-Figure-Lord-Business,Licensed,The LEGO Movie,Promotional,2014,,1,,/minifigs/inset-LORDBUSINESS-1,,"New: $81, Used: Not known",,,"President Business, Octan, The Lego Movie",Other,None (loose parts),"Promotional zipseal packet given out at LEGO day at the Skirball Cultural center, LA, containing one TLM Collectable minifigure without accessories, but includes an exclusive printed TLM minifigure stand. [US]"
NEWCASTLE-2,Newcastle Exclusive Minifigure Pack,/sets/NEWCASTLE-2/Newcastle-Exclusive-Minifigure-Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,,0,,,,"New: $112, Used: Not known",,,"Minifigure Pack, Musical, United Kingdom",Other,Blister pack,"LEGO Store Grand Opening Exclusive Set, Newcastle, UK, February 2014. Free with minimum purchase. Limited to 300 sets. Minifigures are Cheryl Cole and Ant and Dec."
STATENISLAND-1,Staten Island Exclusive Minifigure Pack,/sets/STATENISLAND-1/Staten-Island-Exclusive-Minifigure-Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,,0,,,,"New: $130, Used: Not known",,,"Minifigure Pack, New York, Sports, USA",Other,Blister pack,"LEGO Store Grand Opening Exclusive Set, Staten Island, NY. Free with minimum purchase. Limited to 400 sets. "
TLMPS-1,The LEGO Movie Promotional Set,/sets/TLMPS-1/The-LEGO-Movie-Promotional-Set,Licensed,The LEGO Movie,Promotional,2014,168,0,,,,"New: Not known, Used: Not known",,,"Castle, Cinema, Justice League, Master Builders, Middle Zealand, Octan, Super Secret Police, The Lego Movie",Other,Other,Promotional set sent out to various press sources to promote The LEGO Movie. Includes 9 minifigures with a buildable section of a movie theater housed in Silver Tin packaging with a card sleeve. [Worldwide]
TRUBAT-1,Batman Bat Signal,/sets/TRUBAT-1/Batman-Bat-Signal,Licensed,DC Comics Super Heroes,Loose Build,2014,19,0,,,,"New: Not known, Used: Not known",,,"Bat Signal, In Store Build, Toys R Us",Other,None (loose parts),"[US] Toys R Us In-store build event, October 18th 2014."
TRUGHOST-1,The Ghost micro-model,/sets/TRUGHOST-1/The-Ghost-micro-model,Licensed,Star Wars,Promotional,2014,42,0,,,,"New: Not known, Used: Not known",3.0,1review,"In Store Build, Microscale, Phoenix Squadron, Rebel Alliance, Spectres, Toys R Us",Other,None (loose parts),"[US] Toys R Us in-store building event, October 2014.View instructions"
TRUSANTA-1,Santa at the Beach,/sets/TRUSANTA-1/Santa-at-the-Beach,Miscellaneous,Seasonal,Christmas,2014,43,0,,,,"New: Not known, Used: Not known",4.0,1review,"Australia, Beach, Christmas, Frozen Treats, In Store Build, Toys R Us",Other,None (loose parts),"[AU] Toys R Us in-store build, December 2014"
TRUTIE-1,TIE Fighter,/sets/TRUTIE-1/TIE-Fighter,Licensed,Star Wars,Promotional,2014,12,0,,,,"New: Not known, Used: Not known",,,"Galactic Empire, In Store Build, May The Fourth, Microscale, Original Trilogy, Starfighter, Toys R Us",Other,,"[US] Toys R Us in-store build, May 3rd 2014.View instructions"
TRUXWING-1,X-wing,/sets/TRUXWING-1/X-wing,Licensed,Star Wars,Promotional,2014,23,0,,,,"New: Not known, Used: Not known",,,"In Store Build, May The Fourth, Microscale, Original Trilogy, Rebel Alliance, Starfighter, Toys R Us",Other,None (loose parts),"[US] Toys R Us in-store build, May 3rd 2014.[UK] Tesco giveaway as part of ""Force Awakens"" promotion, Dec 2015View instructions"
WESTHARTFORD-1,West Hartford Exclusive Minifigure Pack,/sets/WESTHARTFORD-1/West-Hartford-Exclusive-Minifigure-Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,,0,,,,"New: Not known, Used: Not known",,,"Medical, Minifigure Pack, USA",Other,Blister pack,"LEGO Store Grand Opening Exclusive Set, West Hartford, CT. Free with minimum purchase. Limited to 400 sets. "
10246-1,Detective's Office,/sets/10246-1/Detective-s-Office,Model making,Creator Expert,Modular Buildings,2015,2262,6,/inventories/10246-1,/minifigs/inset-10246-1,"£142.99, $159.99, 149.99€","New: $198, Used: $181",4.7,9,"Apartment, Baseplate, Bathroom, Brick Built Tree, Brick Lettering, Cat, Creator Expert, D2c, Kitchen, Lamppost, Lego Tower, Modular Building, Pool Table, Shop",Normal,Box,Connects with 10182-1 10185-1 10190-1 10197-1 10232-1 
10247-1,Ferris Wheel,/sets/10247-1/Ferris-Wheel,Model making,Creator Expert,Fairground,2015,2464,10,/inventories/10247-1,/minifigs/inset-10247-1,"£159.99, $199.99, 179.99€","New: $202, Used: $185",5.0,8,"Brick Built Tree, Creator Expert, D2c, Fairground, Ferris Wheel, Frozen Treats, Power Functions Compatible, Street Vendor",Normal,Box,
10248-1,Ferrari F40,/sets/10248-1/Ferrari-F40,Model making,Creator Expert,Vehicles,2015,1158,0,/inventories/10248-1,,"£74.99, $99.99, 89.99€","New: $155, Used: $110",4.7,7,"16 Wide Car, Creator Expert, D2c, Ferrari, Large Scale Vehicle",Normal,Box,
10249-1,Winter Toy Shop,/sets/10249-1/Winter-Toy-Shop,Model making,Creator Expert,Winter Village,2015,898,8,/inventories/10249-1,/minifigs/inset-10249-1,"£64.99, $79.99, 69.99€","New: $113, Used: $114",4.8,4,"Biplane, Boat, Brick Built Tree, Cat, Christmas, Christmas Tree, Creator Expert, D2c, Fireplace, Helicopter, Lamppost, Light Brick, Microscale, Musical, Racing Car, Rerelease, Robot, Rocket, Snowman, Steam Locomotive, Toy Shop, Truck, Winter Village",Normal,Box,Re-released version of 10199-1 
10581-1,Ducks,/sets/10581-1/Ducks,Pre-school,Duplo,Forest Animals,2015,13,1,/inventories/10581-1,/minifigs/inset-10581-1,"£9.99, $9.99, 6.99€","New: $9, Used: $6",,,Duck,Normal,Box,
10582-1,Animals,/sets/10582-1/Animals,Pre-school,Duplo,Forest Animals,2015,39,2,/inventories/10582-1,/minifigs/inset-10582-1,"£16.99, $19.99, 19.99€","New: $23, Used: $16",,,"Brick Built Tree, Deer, Forest, Goat, Squirrel",Normal,Box,
10583-1,Fishing Trip,/sets/10583-1/Fishing-Trip,Pre-school,Duplo,Forest Animals,2015,32,2,/inventories/10583-1,/minifigs/inset-10583-1,"£19.99, $24.99, 17.49€","New: $26, Used: $15",,,"Bear, Boat, Brick Built Tree, Car, Fish, Forest, Fox, Squirrel",Normal,Box,
10584-1,Forest,/sets/10584-1/Forest,Pre-school,Duplo,Forest Animals,2015,105,3,/inventories/10584-1,/minifigs/inset-10584-1,"£54.99, $59.99, 59.99€","New: $97, Used: Not known",,,"Bear, Brick Built Tree, Car, Cave, Deer, Forest, Fox, Slide, Squirrel",Normal,Box,
10585-1,Mom and Baby,/sets/10585-1/Mom-and-Baby,Pre-school,Duplo,,2015,13,2,/inventories/10585-1,/minifigs/inset-10585-1,"£8.99, $9.99, 6.99€","New: $20, Used: $10",5.0,1review,,Normal,Box,
10586-1,Ice Cream Truck,/sets/10586-1/Ice-Cream-Truck,Pre-school,Duplo,,2015,11,2,/inventories/10586-1,/minifigs/inset-10586-1,"£12.99, $14.99, 14.99€","New: $15, Used: Not known",,,"Frozen Treats, Street Vendor, Truck",Normal,Box,
10587-1,Café,/sets/10587-1/Café,Pre-school,Duplo,,2015,52,3,/inventories/10587-1,/minifigs/inset-10587-1,"£17.99, $19.99, 19.99€","New: $27, Used: $20",,,Restaurant,Normal,Box,
10589-1,Rally Car,/sets/10589-1/Rally-Car,Pre-school,Duplo,,2015,13,1,/inventories/10589-1,/minifigs/inset-10589-1,"£12.99, $14.99, 10.49€","New: $14, Used: Not known",,,"Car, Octan, Racing, Rally Car",Normal,Box,
10590-1,Airport,/sets/10590-1/Airport,Pre-school,Duplo,,2015,29,3,/inventories/10590-1,/minifigs/inset-10590-1,"£16.99, $19.99, 19.99€","New: $25, Used: $14",5.0,1review,"Aircraft, Airplane, Airport, Service Vehicle, Tanker Vehicle",Normal,Box,
10591-1,Fire Boat,/sets/10591-1/Fire-Boat,Pre-school,Duplo,Fire,2015,19,1,/inventories/10591-1,/minifigs/inset-10591-1,"£12.99, $14.99, 14.99€","New: $16, Used: Not known",,,"Boat, Dog, Fire, Fire Boat, Floats On Water",Normal,Box,
10592-1,Fire Truck,/sets/10592-1/Fire-Truck,Pre-school,Duplo,Fire,2015,26,1,/inventories/10592-1,/minifigs/inset-10592-1,"£19.99, $24.99, 24.99€","New: $23, Used: $21",,,Fire Truck,Normal,Box,
10593-1,Fire Station,/sets/10593-1/Fire-Station,Pre-school,Duplo,Fire,2015,105,2,/inventories/10593-1,/minifigs/inset-10593-1,"£44.99, $49.99, 59.99€","New: $102, Used: $72",,,"Fire, Fire Station, Fire Truck, Truck",Normal,Box,
10594-1,Sofia the First Royal Stable,/sets/10594-1/Sofia-the-First-Royal-Stable,Pre-school,Duplo,Sofia the First,2015,38,1,/inventories/10594-1,/minifigs/inset-10594-1,"£19.99, $24.99, 17.49€","New: $25, Used: $15",,,"Sofia the First, Cartoon, Disney Junior, Minimus, Modern Disney, Pegasus, Stable",Normal,Box,
10595-1,Sofia the First Royal Castle,/sets/10595-1/Sofia-the-First-Royal-Castle,Pre-school,Duplo,Sofia the First,2015,87,2,/inventories/10595-1,/minifigs/inset-10595-1,"£39.99, $49.99, 49.99€","New: $86, Used: $40",,,"Sofia the First, Bedroom, Cartoon, Castle, Disney Junior, Modern Disney, Rabbit, Royal, Throne",Normal,Box,
10596-1,Disney Princess Collection,/sets/10596-1/Disney-Princess-Collection,Pre-school,Duplo,Disney Princess,2015,63,3,/inventories/10596-1,/minifigs/inset-10596-1,"£34.99, $39.99, 39.99€","New: $54, Used: $35",,,"Cinderella, Snow White, Brick Built Tree, Castle, Cinderella Film, Disney Classics, Disney Renaissance, House, Slide, Snow White Film, The Little Mermaid",Normal,Box,
10597-1,Mickey & Minnie Birthday Parade,/sets/10597-1/Mickey-Minnie-Birthday-Parade,Pre-school,Duplo,,2015,24,2,/inventories/10597-1,/minifigs/inset-10597-1,"£19.99, $24.99, 24.99€","New: $19, Used: $19",,,"Mickey Mouse, Minnie Mouse, Balloons, Birthday, Disney, Disney Junior, Mickey Mouse Clubhouse",Normal,Box,
10599-1,Batman Adventure,/sets/10599-1/Batman-Adventure,Pre-school,Duplo,Batman,2015,47,3,/inventories/10599-1,/minifigs/inset-10599-1,"£29.99, $39.99, 39.99€","New: $52, Used: $40",,,"Batman, Superman, Wonder Woman, Batboat, Cat, Dc Comics Super Heroes, Drawbridge, Justice League, Motorcycle",Normal,Box,
