set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,price_store,price_new,price_used,rating_value,rating_votes
6503-1,Sprint Racer,Modern day,Town,Racing,1988.0,32.0,1.0,,16.0,4.0,4.3,11.0
6504-1,Tractor,Modern day,Town,Construction,1988.0,25.0,1.0,,58.0,4.0,3.8,4.0
6505-1,Fire Chief's Car,Modern day,Town,Fire,1988.0,29.0,1.0,,48.0,4.0,3.3,3.0
6524-1,Blizzard Blazer,Modern day,Town,Maintenance,1988.0,50.0,1.0,4.0,20.0,6.0,4.7,3.0
6590-1,Vacation Camper,Modern day,Town,Leisure,1988.0,116.0,2.0,,124.0,15.0,4.8,6.0
6642-1,Police Helicopter,Modern day,Town,Police,1988.0,66.0,1.0,15.0,52.0,7.0,4.3,4.0
6643-1,Fire Chief's Truck,Modern day,Town,Fire,1988.0,74.0,1.0,,85.0,8.0,4.8,4.0
6674-1,Crane Truck,Modern day,Town,Vehicles,1988.0,94.0,1.0,,237.0,10.0,4.0,1.0
6675-1,Road & Trail 4 x 4,Modern day,Town,Vehicles,1988.0,81.0,1.0,,102.0,7.0,4.6,5.0
6703-1,Minifig Pack,Action/Adventure,Space,Miscellaneous,1988.0,42.0,6.0,,225.0,34.0,4.8,4.0
6770-1,Lunar Transporter Patroller,Action/Adventure,Space,Futuron,1988.0,117.0,1.0,,279.0,36.0,3.0,2.0
6828-1,Twin-Winged Spoiler,Action/Adventure,Space,Futuron,1988.0,57.0,1.0,,157.0,10.0,5.0,1.0
6830-1,Space Patroller,Action/Adventure,Space,Futuron,1988.0,51.0,3.0,,74.0,7.0,4.8,6.0
6848-1,Strategic Pursuer,Action/Adventure,Space,Futuron,1988.0,54.0,1.0,,39.0,8.0,5.0,2.0
6875-1,Hovercraft,Action/Adventure,Space,Futuron,1988.0,93.0,1.0,,75.0,15.0,5.0,1.0
6876-1,Alienator,Action/Adventure,Space,Blacktron,1988.0,86.0,1.0,,135.0,12.0,4.6,8.0
6885-1,Crater Crawler,Action/Adventure,Space,Futuron,1988.0,100.0,1.0,,,16.0,3.5,2.0
6921-1,Monorail Accessory Track,Action/Adventure,Space,Futuron,1988.0,46.0,0.0,34.95,202.0,124.0,4.0,1.0
6925-1,Interplanetary Rover,Action/Adventure,Space,Futuron,1988.0,217.0,4.0,,226.0,43.0,,
6987-1,Message Intercept Base,Action/Adventure,Space,Blacktron,1988.0,569.0,5.0,,1126.0,174.0,4.8,11.0
1489-1,Mobile Car Crane,Modern day,Town,Vehicles,1989.0,174.0,2.0,12.75,444.0,40.0,5.0,1.0
1517-1,Black Racing Car,Modern day,Town,Racing,1989.0,32.0,1.0,,,6.0,4.0,3.0
1518-1,Racing Service Crew,Modern day,Town,Racing,1989.0,73.0,2.0,,,13.0,5.0,1.0
1620-1,Astro Dart,Action/Adventure,Space,Futuron,1989.0,30.0,1.0,,,112.0,,
1621-1,Lunar MPV Vehicle,Action/Adventure,Space,Futuron,1989.0,102.0,2.0,,,71.0,,
1952-1,Milk Truck,Modern day,Town,Special,1989.0,133.0,1.0,,556.0,122.0,4.0,1.0
1973-1,Emirates Airliner,Modern day,Town,Special,1989.0,136.0,2.0,,,68.0,,
1974-2,Flyercracker USA,Modern day,Town,Flight,1989.0,74.0,1.0,,,10.0,4.0,2.0
1974-3,Smuggler's Hayride,Historical,Castle,Forestmen,1989.0,49.0,2.0,,,34.0,4.0,4.0
1974-4,Star Quest,Action/Adventure,Space,Futuron,1989.0,36.0,1.0,,,12.0,4.5,2.0
6060-1,Knight's Challenge,Historical,Castle,Lion Knights,1989.0,168.0,8.0,22.0,280.0,120.0,4.0,3.0
6077-2,Forestmen's River Fortress,Historical,Castle,Forestmen,1989.0,357.0,6.0,37.5,400.0,138.0,4.6,9.0
6235-1,Buried Treasure,Historical,Pirates,,1989.0,20.0,1.0,3.25,53.0,7.0,4.2,14.0
6245-1,Harbour Sentry,Historical,Pirates,Imperial Guards,1989.0,25.0,1.0,4.25,80.0,7.0,4.0,22.0
6251-1,Pirate Minifigures,Historical,Pirates,Accessories,1989.0,33.0,5.0,6.5,88.0,20.0,4.4,8.0
6257-1,Castaway's Raft,Historical,Pirates,,1989.0,54.0,3.0,8.5,84.0,13.0,4.7,9.0
6260-1,Shipwreck Island,Historical,Pirates,,1989.0,71.0,2.0,12.0,134.0,19.0,4.6,8.0
6265-1,Sabre Island,Historical,Pirates,,1989.0,96.0,3.0,15.5,230.0,34.0,4.8,25.0
6270-1,Forbidden Island,Historical,Pirates,,1989.0,182.0,4.0,37.5,748.0,65.0,4.7,16.0
6274-1,Caribbean Clipper,Historical,Pirates,,1989.0,378.0,4.0,54.0,1437.0,133.0,4.5,18.0
6276-1,Eldorado Fortress,Historical,Pirates,,1989.0,506.0,8.0,66.0,1344.0,193.0,4.9,22.0
6285-1,Black Seas Barracuda,Historical,Pirates,,1989.0,909.0,8.0,110.0,1930.0,241.0,4.9,42.0
6355-1,Derby Trotter,Modern day,Town,Leisure,1989.0,140.0,1.0,14.0,89.0,21.0,3.9,7.0
6387-1,Coastal Rescue Base,Modern day,Town,Coastguard,1989.0,374.0,4.0,35.0,,49.0,4.2,5.0
6388-1,Holiday Home with Campervan,Modern day,Town,Leisure,1989.0,353.0,4.0,,471.0,42.0,4.6,5.0
6481-1,Construction Crew,Modern day,Town,Construction,1989.0,169.0,2.0,27.0,170.0,30.0,5.0,5.0
6482-1,Rescue Helicopter,Modern day,Town,Rescue,1989.0,198.0,3.0,35.0,237.0,40.0,4.8,5.0
6506-1,Precinct Cruiser,Modern day,Town,Police,1989.0,32.0,1.0,2.0,79.0,4.0,3.5,6.0
6507-1,Mini Dumper,Modern day,Town,Construction,1989.0,30.0,1.0,,18.0,3.0,3.5,2.0
6526-1,Red Line Racer,Modern day,Town,Racing,1989.0,47.0,1.0,4.0,23.0,4.0,4.0,2.0
6527-1,Tipper Truck,Modern day,Town,Construction,1989.0,43.0,1.0,,55.0,5.0,5.0,1.0
6528-1,Sand Storm Racer,Modern day,Town,Vehicles,1989.0,39.0,1.0,3.75,34.0,4.0,3.6,5.0
6591-1,Nitro-Dragsters,Modern day,Town,Racing,1989.0,143.0,2.0,12.0,50.0,30.0,,
6660-1,Hook & Haul Wrecker,Modern day,Town,Vehicles,1989.0,52.0,1.0,6.0,74.0,9.0,4.8,5.0
6661-1,Mobile TV Studio,Modern day,Town,Vehicles,1989.0,78.0,1.0,,116.0,11.0,4.8,4.0
6671-1,Utility Repair Lift,Modern day,Town,Maintenance,1989.0,92.0,1.0,7.99,69.0,11.0,4.6,7.0
6781-1,SP-Striker,Action/Adventure,Space,Space Police,1989.0,230.0,2.0,28.0,450.0,77.0,5.0,6.0
6810-1,Laser Ranger,Action/Adventure,Space,Futuron,1989.0,41.0,1.0,2.0,70.0,7.0,4.0,7.0
6831-1,Message Decoder,Action/Adventure,Space,Space Police,1989.0,34.0,1.0,3.0,73.0,6.0,4.4,8.0
6850-1,Auxiliary Patroller,Action/Adventure,Space,Futuron,1989.0,46.0,1.0,,75.0,8.0,4.0,3.0
6886-1,Galactic Peace Keeper,Action/Adventure,Space,Space Police,1989.0,121.0,2.0,12.0,158.0,21.0,4.8,11.0
6895-1,Spy Trak 1,Action/Adventure,Space,Space Police,1989.0,148.0,2.0,15.0,133.0,30.0,4.3,11.0
6955-1,Space Lock-Up Isolation Base,Action/Adventure,Space,Space Police,1989.0,253.0,3.0,26.0,478.0,117.0,4.7,6.0
6986-1,Mission Commander,Action/Adventure,Space,Space Police,1989.0,478.0,3.0,50.0,795.0,146.0,4.4,9.0
1581-2,Arla Milk Delivery Truck,Modern day,Town,Special,1990.0,119.0,1.0,,2306.0,252.0,5.0,3.0
1630-1,Helicopter,Modern day,Town,Flight,1990.0,27.0,0.0,,19.0,3.0,3.0,4.0
1631-1,Black Race Car,Modern day,Town,Racing,1990.0,23.0,0.0,,26.0,8.0,3.7,6.0
1632-1,Speedboat,Modern day,Town,Boats,1990.0,28.0,0.0,,,3.0,4.0,3.0
1633-1,Mini Loader,Modern day,Town,Construction,1990.0,24.0,0.0,,22.0,6.0,3.0,1.0
1665-1,Dual FX Racers,Modern day,Town,Racing,1990.0,108.0,3.0,8.75,75.0,13.0,4.0,1.0
1680-1,Crusader's Cart,Historical,Castle,Forestmen,1990.0,67.0,3.0,,,38.0,4.5,4.0
1682-1,Space Shuttle Launch,Modern day,Town,Flight,1990.0,423.0,3.0,,809.0,88.0,4.7,9.0
1875-1,Meteor Monitor,Action/Adventure,Space,Blacktron,1990.0,32.0,1.0,,40.0,12.0,4.3,4.0
1876-1,Soil Scooper,Modern day,Town,Maintenance,1990.0,73.0,2.0,,35.0,23.0,4.0,1.0
1877-1,Crusader's Cart,Historical,Castle,Forestmen,1990.0,60.0,2.0,,98.0,31.0,4.5,4.0
5590-1,Whirl and Wheel Super Truck,Model making,Model Team,,1990.0,1063.0,0.0,80.0,570.0,105.0,5.0,5.0
6018-1,Battle Dragon,Historical,Castle,Black Knights,1990.0,56.0,2.0,4.5,45.0,10.0,3.9,8.0
6034-1,Black Monarch's Ghost,Historical,Castle,Black Knights,1990.0,46.0,2.0,7.25,82.0,15.0,4.2,18.0
6042-1,Dungeon Hunters,Historical,Castle,Crusaders,1990.0,110.0,3.0,12.75,125.0,26.0,3.5,8.0
6059-1,Knight's Stronghold,Historical,Castle,Black Knights,1990.0,224.0,5.0,22.0,200.0,44.0,4.4,8.0
6071-1,Forestmen's Crossing,Historical,Castle,Forestmen,1990.0,207.0,5.0,28.5,900.0,209.0,4.6,7.0
6081-1,King's Mountain Fortress,Historical,Castle,Crusaders,1990.0,435.0,8.0,58.0,1015.0,143.0,4.4,18.0
6354-1,Pursuit Squad,Modern day,Town,Police,1990.0,171.0,3.0,15.5,39.0,12.0,3.6,8.0
6375-1,Trans Air Carrier,Modern day,Town,Flight,1990.0,208.0,2.0,,287.0,39.0,4.8,4.0
6376-1,Breezeway Café,Modern day,Town,Shops and Services,1990.0,183.0,5.0,23.0,169.0,49.0,4.8,8.0
6389-1,Fire Control Center,Modern day,Town,Fire,1990.0,533.0,4.0,52.0,235.0,41.0,4.2,6.0
6396-1,International Jetport,Modern day,Town,Flight,1990.0,541.0,8.0,69.75,264.0,105.0,4.3,8.0
6399-1,Airport Shuttle,Modern day,Town,Monorail,1990.0,767.0,9.0,140.0,2165.0,483.0,4.9,19.0
6508-1,Wave Racer,Modern day,Town,Boats,1990.0,37.0,1.0,3.0,22.0,4.0,3.8,5.0
6529-1,Ultra Lite I,Modern day,Town,Flight,1990.0,35.0,2.0,4.0,35.0,5.0,3.8,4.0
6530-1,Sport Coupe,Modern day,Town,Vehicles,1990.0,43.0,1.0,,62.0,5.0,4.2,6.0
6592-1,Vacation Hideaway,Modern day,Town,Leisure,1990.0,111.0,2.0,,101.0,28.0,4.7,7.0
6644-1,Road Rebel,Modern day,Town,Vehicles,1990.0,68.0,1.0,6.0,66.0,8.0,4.6,8.0
6672-1,Safari Off-Road Vehicle,Modern day,Town,Vehicles,1990.0,67.0,2.0,,100.0,9.0,5.0,6.0
6673-1,Solo Trainer,Modern day,Town,Flight,1990.0,74.0,1.0,8.0,74.0,10.0,4.7,7.0
6811-1,Pulsar Charger,Action/Adventure,Space,M-Tron,1990.0,26.0,1.0,3.0,48.0,5.0,4.1,12.0
6833-1,Beacon Tracer,Action/Adventure,Space,M-Tron,1990.0,40.0,1.0,3.0,65.0,7.0,4.0,9.0
6877-1,Vector Detector,Action/Adventure,Space,M-Tron,1990.0,62.0,1.0,6.35,64.0,11.0,4.6,5.0
6896-1,Celestial Forager,Action/Adventure,Space,M-Tron,1990.0,90.0,1.0,10.95,89.0,20.0,4.4,5.0
6923-1,Particle Ioniser,Action/Adventure,Space,M-Tron,1990.0,203.0,2.0,24.0,273.0,41.0,4.7,7.0
6956-1,Stellar Recon Voyager,Action/Adventure,Space,M-Tron,1990.0,233.0,2.0,36.0,299.0,76.0,4.6,8.0
6989-1,Mega Core Magnetizer,Action/Adventure,Space,M-Tron,1990.0,503.0,3.0,60.0,561.0,161.0,4.9,15.0
1475-1,Airport Security Squad,Modern day,Town,Flight,1991.0,123.0,2.0,10.0,166.0,68.0,4.5,2.0
1477-1,Red Race Car Number 3,Modern day,Town,Racing,1991.0,39.0,1.0,,,8.0,3.4,5.0
1478-1,Mobile Satellite Up-Link,Action/Adventure,Space,M-Tron,1991.0,31.0,1.0,,,12.0,4.2,5.0
1479-1,Two-Pilot Craft,Action/Adventure,Space,Blacktron 2,1991.0,34.0,2.0,,,20.0,3.2,6.0
1480-1,King's Catapult,Historical,Castle,Crusaders,1991.0,33.0,1.0,,,14.0,3.4,5.0
1610-1,Police Car,Modern day,Town,Police,1991.0,23.0,0.0,,8.0,4.0,2.6,7.0
1611-1,Red Race Car,Modern day,Town,Racing,1991.0,21.0,0.0,,13.0,5.0,2.7,3.0
1656-1,Evacuation Team,Modern day,Town,Fire,1991.0,236.0,2.0,,214.0,41.0,,
1772-1,Airport Container Truck,Modern day,Town,Special,1991.0,80.0,1.0,,150.0,49.0,4.5,2.0
1773-1,Airline Maintenance Vehicle with Trailer,Modern day,Town,Special,1991.0,109.0,1.0,,52.0,90.0,,
1774-1,Aircraft,Modern day,Town,Special,1991.0,137.0,2.0,,,78.0,,
4011-1,Cabin Cruiser,Modern day,Boats,,1991.0,90.0,2.0,19.75,142.0,20.0,4.6,15.0
4021-1,Police Patrol,Modern day,Boats,,1991.0,195.0,3.0,34.0,93.0,25.0,4.8,4.0
4031-1,Firefighter,Modern day,Boats,,1991.0,361.0,4.0,52.0,281.0,47.0,5.0,2.0
4515-1,Straight Rails,Modern day,Trains,9V,1991.0,8.0,0.0,12.99,47.0,30.0,4.7,3.0
4520-1,Curved Rails,Modern day,Trains,9V,1991.0,8.0,0.0,12.99,13.0,8.0,4.0,1.0
4531-1,Manual Points with Track,Modern day,Trains,9V,1991.0,6.0,0.0,27.99,51.0,25.0,4.5,2.0
4536-1,Blue Hopper Car,Modern day,Trains,9V,1991.0,166.0,0.0,15.0,152.0,44.0,4.7,3.0
4539-1,Manual Level Crossing,Modern day,Trains,9V,1991.0,110.0,1.0,25.0,162.0,40.0,3.0,1.0
4543-1,Railroad Tractor Flatbed,Modern day,Trains,9V,1991.0,178.0,1.0,22.0,242.0,49.0,4.3,3.0
4546-1,Road & Rail Maintenance,Modern day,Trains,9V,1991.0,77.0,1.0,10.0,90.0,19.0,4.3,3.0
4548-1,Transformer and Speed Regulator,Modern day,Trains,9V,1991.0,3.0,0.0,41.99,81.0,39.0,4.5,2.0
4551-1,Crocodile Locomotive,Modern day,Trains,9V,1991.0,314.0,1.0,,670.0,137.0,4.5,2.0
4554-1,Metro Station,Modern day,Trains,9V,1991.0,600.0,8.0,72.0,378.0,161.0,5.0,2.0
4558-1,Metroliner,Modern day,Trains,9V,1991.0,784.0,11.0,149.0,1140.0,266.0,4.9,9.0
4563-1,Load 'N Haul Railroad,Modern day,Trains,9V,1991.0,476.0,3.0,120.0,552.0,162.0,5.0,5.0
5550-1,Custom Rally Van,Model making,Model Team,,1991.0,525.0,0.0,49.5,197.0,55.0,4.5,4.0
6234-1,Renegade's Raft,Historical,Pirates,,1991.0,38.0,1.0,3.25,30.0,6.0,3.8,11.0
6259-1,Broadside's Brig,Historical,Pirates,Imperial Guards,1991.0,68.0,3.0,8.75,140.0,22.0,4.4,9.0
6267-1,Lagoon Lock-Up,Historical,Pirates,Imperial Guards,1991.0,193.0,5.0,29.0,225.0,64.0,4.9,12.0
6273-1,Rock Island Refuge,Historical,Pirates,,1991.0,381.0,7.0,66.0,878.0,157.0,4.4,8.0
6347-1,Monorail Accessory Track,Modern day,Town,Monorail,1991.0,54.0,0.0,35.0,360.0,213.0,5.0,2.0
6352-1,Cargomaster Crane,Modern day,Town,Vehicles,1991.0,140.0,1.0,,133.0,21.0,4.8,4.0
6353-1,Coastal Cutter,Modern day,Town,Coastguard,1991.0,185.0,2.0,19.0,99.0,18.0,4.5,6.0
6430-1,Night Patroller,Modern day,Town,Police,1991.0,140.0,1.0,25.0,186.0,27.0,4.3,6.0
6440-1,Jetport Fire Squad,Modern day,Town,Fire,1991.0,159.0,2.0,27.5,227.0,35.0,5.0,2.0
6509-1,Red Devil Racer,Modern day,Town,Racing,1991.0,39.0,1.0,,22.0,4.0,4.5,4.0
6510-1,Mud Runner,Modern day,Town,Vehicles,1991.0,34.0,1.0,3.25,40.0,4.0,3.5,4.0
6531-1,Flame Chaser,Modern day,Town,Fire,1991.0,55.0,1.0,,41.0,5.0,3.0,2.0
6532-1,Diesel Dumper,Modern day,Town,Construction,1991.0,46.0,1.0,,30.0,6.0,3.0,3.0
6540-1,Pier Police,Modern day,Town,Police,1991.0,352.0,4.0,44.0,205.0,56.0,4.3,8.0
6541-1,Intercoastal Seaport,Modern day,Town,Boats,1991.0,545.0,5.0,63.75,372.0,113.0,5.0,5.0
6542-1,Launch & Load Seaport,Modern day,Town,Boats,1991.0,1080.0,7.0,,565.0,171.0,5.0,9.0
6593-1,Blaze Battler,Modern day,Town,Fire,1991.0,126.0,1.0,,79.0,14.0,4.3,4.0
6645-1,Street Sweeper,Modern day,Town,Maintenance,1991.0,65.0,2.0,,,9.0,4.0,5.0
6646-1,Screaming Patriot,Modern day,Town,Racing,1991.0,65.0,1.0,6.75,36.0,5.0,4.0,4.0
6669-1,Diesel Daredevil,Modern day,Town,Vehicles,1991.0,90.0,1.0,8.75,40.0,7.0,4.7,3.0
6679-1,Dark Shark,Modern day,Town,Boats,1991.0,83.0,2.0,7.74,39.0,5.0,4.2,9.0
6704-1,Minifig Pack,Action/Adventure,Space,Miscellaneous,1991.0,44.0,6.0,,77.0,15.0,4.5,4.0
6812-1,Grid Trekkor,Action/Adventure,Space,Blacktron 2,1991.0,25.0,1.0,,36.0,6.0,4.5,8.0
6832-1,Super Nova II,Action/Adventure,Space,Blacktron 2,1991.0,42.0,1.0,,24.0,8.0,4.2,5.0
6851-1,Tri-Wheeled Tyrax,Action/Adventure,Space,Blacktron 2,1991.0,39.0,1.0,,68.0,8.0,3.0,6.0
6878-1,Sub Orbital Guardian,Action/Adventure,Space,Blacktron 2,1991.0,69.0,1.0,8.0,61.0,15.0,5.0,3.0
6887-1,Allied Avenger,Action/Adventure,Space,Blacktron 2,1991.0,100.0,1.0,7.93,101.0,22.0,5.0,4.0
6933-1,Spectral Starguider,Action/Adventure,Space,Blacktron 2,1991.0,208.0,2.0,25.0,197.0,50.0,4.4,8.0
6981-1,Aerial Intruder,Action/Adventure,Space,Blacktron 2,1991.0,267.0,2.0,,234.0,56.0,4.4,10.0
6988-1,Alpha Centauri Outpost,Action/Adventure,Space,Blacktron 2,1991.0,406.0,5.0,80.0,300.0,149.0,3.8,6.0
1693-1,Racing Car,Modern day,Town,Racing,1992.0,26.0,0.0,,14.0,4.0,5.0,1.0
1694-1,Galactic Scout,Action/Adventure,Space,Blacktron 2,1992.0,23.0,1.0,,,56.0,4.0,3.0
1695-1,Treasure Chest,Historical,Castle,Crusaders,1992.0,23.0,1.0,,57.0,12.0,,
1696-1,Pirate Lookout,Historical,Pirates,,1992.0,17.0,1.0,,50.0,7.0,3.6,7.0
1750-1,Promotional Set,Modern day,Town,Special,1992.0,33.0,1.0,,125.0,,,
1887-1,Scout Patrol Ship,Action/Adventure,Space,Blacktron 2,1992.0,30.0,1.0,,,13.0,4.0,3.0
1888-1,Black Knights Guardshack,Historical,Castle,Black Knights,1992.0,49.0,2.0,,,23.0,4.7,3.0
1889-1,Pirates Treasure Hold,Historical,Pirates,,1992.0,34.0,1.0,,,11.0,4.5,2.0
1890-1,Octan Racer,Modern day,Town,Racing,1992.0,47.0,1.0,,,7.0,5.0,2.0
1895-1,Sky Patrol,Modern day,Town,Police,1992.0,85.0,2.0,,86.0,22.0,,
1896-1,Trauma Team,Modern day,Town,Emergency,1992.0,291.0,5.0,27.5,,36.0,4.5,2.0
6009-1,Black Knight,Historical,Castle,Black Knights,1992.0,24.0,1.0,3.25,47.0,12.0,4.5,8.0
6038-1,Wolfpack Renegades,Historical,Castle,Wolfpack,1992.0,100.0,2.0,8.0,83.0,22.0,4.5,14.0
6057-1,Sea Serpent,Historical,Castle,Black Knights,1992.0,126.0,5.0,16.5,143.0,42.0,4.5,14.0
6075-1,Wolfpack Tower,Historical,Castle,Wolfpack,1992.0,236.0,4.0,29.75,215.0,70.0,4.1,14.0
6086-1,Black Knight's Castle,Historical,Castle,Black Knights,1992.0,588.0,12.0,85.0,1700.0,227.0,4.8,18.0
6247-1,Bounty Boat,Historical,Pirates,Imperial Guards,1992.0,36.0,3.0,4.75,45.0,15.0,4.1,10.0
6258-1,Smuggler's Shanty,Historical,Pirates,,1992.0,70.0,3.0,9.25,93.0,18.0,4.3,8.0
6261-1,Raft Raiders,Historical,Pirates,,1992.0,81.0,3.0,13.25,101.0,25.0,4.6,8.0
6271-1,Imperial Flagship,Historical,Pirates,Imperial Guards,1992.0,317.0,4.0,50.0,974.0,137.0,4.5,12.0
6277-1,Imperial Trading Post,Historical,Pirates,Imperial Guards,1992.0,608.0,9.0,85.0,1509.0,277.0,4.7,10.0
6314-1,City People,Modern day,Town,Accessories,1992.0,33.0,6.0,7.25,28.0,14.0,4.0,2.0
6346-1,Shuttle Launching Crew,Modern day,Town,Flight,1992.0,408.0,5.0,38.5,249.0,36.0,4.5,6.0
6351-1,Surf N' Sail Camper,Modern day,Town,Leisure,1992.0,188.0,2.0,19.0,56.0,18.0,5.0,7.0
6397-1,Gas N' Wash Express,Modern day,Town,Shops and Services,1992.0,470.0,3.0,52.0,180.0,64.0,4.7,6.0
6401-1,Seaside Cabana,Modern day,Town,Paradisa,1992.0,45.0,2.0,6.75,24.0,10.0,3.5,2.0
6405-1,Sunset Stables,Modern day,Town,Paradisa,1992.0,133.0,2.0,16.0,79.0,13.0,4.0,2.0
6411-1,Sand Dollar Café,Modern day,Town,Paradisa,1992.0,168.0,5.0,29.75,110.0,44.0,3.7,3.0
6416-1,Poolside Paradise,Modern day,Town,Paradisa,1992.0,229.0,4.0,38.5,314.0,59.0,5.0,3.0
6419-1,Rolling Acres Ranch,Modern day,Town,Paradisa,1992.0,364.0,3.0,46.0,374.0,58.0,5.0,1.0
6511-1,Rescue Runabout,Modern day,Town,Fire,1992.0,38.0,1.0,7.0,23.0,4.0,4.0,4.0
6512-1,Landscape Loader,Modern day,Town,Construction,1992.0,37.0,1.0,3.25,20.0,3.0,3.8,4.0
6533-1,Police 4 x 4,Modern day,Town,Police,1992.0,62.0,1.0,4.75,28.0,5.0,3.5,4.0
6534-1,Beach Bandit,Modern day,Town,Leisure,1992.0,44.0,1.0,4.75,17.0,4.0,4.5,4.0
6551-1,Checkered Flag 500,Modern day,Town,Racing,1992.0,193.0,6.0,26.5,70.0,20.0,5.0,2.0
6594-1,Gas Transit,Modern day,Town,Vehicles,1992.0,124.0,1.0,13.25,58.0,14.0,4.8,5.0
6648-1,Mag Racer,Modern day,Town,Racing,1992.0,62.0,1.0,7.25,16.0,5.0,5.0,2.0
6662-1,Backhoe,Modern day,Town,Construction,1992.0,85.0,1.0,7.25,67.0,11.0,5.0,2.0
6668-1,Recycle Truck,Modern day,Town,Maintenance,1992.0,109.0,1.0,9.25,117.0,10.0,5.0,4.0
6897-1,Rebel Hunter,Action/Adventure,Space,Space Police 2,1992.0,140.0,2.0,21.0,111.0,32.0,4.4,15.0
6957-1,Solar Snooper,Action/Adventure,Space,Space Police 2,1992.0,255.0,3.0,36.0,199.0,71.0,4.7,6.0
6984-1,Galactic Mediator,Action/Adventure,Space,Space Police 2,1992.0,406.0,3.0,60.0,429.0,136.0,4.4,10.0
1547-1,Black Knights Boat,Historical,Castle,Black Knights,1993.0,58.0,2.0,4.25,40.0,25.0,3.8,4.0
1596-1,Ghostly Hideout,Historical,Castle,Wolfpack,1993.0,37.0,2.0,4.25,40.0,24.0,4.6,8.0
1624-1,King's Archer,Historical,Castle,Black Knights,1993.0,22.0,1.0,,30.0,14.0,3.6,5.0
1687-1,Midnight Transport,Modern day,Town,Flight,1993.0,262.0,3.0,,123.0,38.0,4.5,2.0
1916-1,Starion Patrol,Action/Adventure,Space,Space Police 2,1993.0,23.0,1.0,2.0,39.0,12.0,4.2,5.0
1958-1,Windsurfer,Modern day,Town,Leisure,1993.0,21.0,1.0,,,8.0,4.7,3.0
1959-1,Ultra-Light,Modern day,Town,Leisure,1993.0,30.0,1.0,,20.0,15.0,,
1969-1,Mini Robot,Action/Adventure,Space,Space Police 2,1993.0,38.0,1.0,,20.0,11.0,4.5,2.0
1970-1,Pirates Gun Cart,Historical,Pirates,,1993.0,31.0,2.0,,13.0,10.0,5.0,1.0
1971-1,Battering Ram,Historical,Castle,Black Knights,1993.0,36.0,1.0,,22.0,13.0,4.0,2.0
1990-1,Octan F1 Race Car,Modern day,Town,Racing,1993.0,35.0,1.0,,,4.0,5.0,1.0
1991-1,Racing Pick-Up Truck,Modern day,Town,Racing,1993.0,81.0,1.0,,15.0,9.0,,
1992-1,Dragsters,Modern day,Town,Racing,1993.0,104.0,2.0,7.75,15.0,10.0,,
4537-1,Twin Tank Transporter,Modern day,Trains,9V,1993.0,174.0,1.0,23.0,148.0,43.0,5.0,2.0
4547-1,Railroad Club Car,Modern day,Trains,9V,1993.0,293.0,5.0,37.5,374.0,156.0,5.0,3.0
4549-1,Road 'N Rail Hauler,Modern day,Trains,9V,1993.0,451.0,2.0,52.0,250.0,96.0,5.0,3.0
5521-1,Sea Jet,Model making,Model Team,,1993.0,401.0,0.0,36.5,113.0,44.0,5.0,1.0
5581-1,Magic Flash,Model making,Model Team,,1993.0,784.0,0.0,79.0,344.0,100.0,5.0,2.0
6020-1,Magic Shop,Historical,Castle,Dragon Knights,1993.0,47.0,1.0,4.5,39.0,11.0,4.5,11.0
6043-1,Dragon Defender,Historical,Castle,Dragon Knights,1993.0,157.0,2.0,12.0,48.0,17.0,4.0,11.0
6048-1,Majisto's Magical Workshop,Historical,Castle,Dragon Knights,1993.0,185.0,2.0,26.0,89.0,37.0,4.4,9.0
6056-1,Dragon Wagon,Historical,Castle,Dragon Knights,1993.0,105.0,2.0,20.0,91.0,27.0,4.3,6.0
6076-1,Dark Dragon's Den,Historical,Castle,Dragon Knights,1993.0,214.0,4.0,43.0,170.0,61.0,4.4,11.0
6082-1,Fire Breathing Fortress,Historical,Castle,Dragon Knights,1993.0,397.0,6.0,64.0,463.0,87.0,4.6,13.0
6105-1,Medieval Knights,Historical,Castle,Accessories,1993.0,41.0,4.0,6.75,45.0,22.0,3.4,7.0
6237-1,Pirates Plunder,Historical,Pirates,,1993.0,21.0,2.0,3.0,36.0,13.0,4.0,3.0
6252-1,Sea Mates,Historical,Pirates,Accessories,1993.0,32.0,4.0,7.25,66.0,17.0,4.0,7.0
6266-1,Cannon Cove,Historical,Pirates,Imperial Guards,1993.0,106.0,3.0,17.5,106.0,31.0,4.6,5.0
6268-1,Renegade Runner,Historical,Pirates,,1993.0,178.0,4.0,39.75,300.0,84.0,4.3,15.0
6286-1,Skull's Eye Schooner,Historical,Pirates,,1993.0,912.0,9.0,126.5,1281.0,347.0,4.8,22.0
6319-1,Trees and Fences,Modern day,Town,Accessories,1993.0,37.0,0.0,4.5,23.0,12.0,,
6342-1,Beach Rescue Chopper,Modern day,Town,Coastguard,1993.0,147.0,3.0,17.5,79.0,13.0,4.5,2.0
6344-1,Jet Speed Justice,Modern day,Town,Police,1993.0,157.0,2.0,21.0,58.0,15.0,4.6,5.0
6345-1,Aerial Acrobats,Modern day,Town,Flight,1993.0,351.0,6.0,34.0,84.0,36.0,4.7,7.0
6398-1,Central Precinct HQ,Modern day,Town,Police,1993.0,615.0,5.0,73.0,302.0,55.0,4.9,15.0
