set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging
555-2,"Basic Building Set, 5+",/sets/555-2/Basic-Building-Set-5,Basic,Basic,,1981.0,246.0,2.0,,/minifigs/inset-555-2,,85.0,15.0,5.0,4.0,"Baseplate, Pickup Truck, Windmill",Normal,
566-1,"Basic Building Set, 5+",/sets/566-1/Basic-Building-Set-5,Basic,Basic,,1981.0,288.0,2.0,,/minifigs/inset-566-1,26.0,74.0,45.0,5.0,1.0,"Baseplate, Brick Built Animals, Dragster, Elephant, Fire Truck, Helicopter, House, Tractor, Trailer, Truck",Normal,
577-1,"Basic Building Set, 5+",/sets/577-1/Basic-Building-Set-5,Basic,Basic,,1981.0,384.0,2.0,,/minifigs/inset-577-1,38.0,,52.0,5.0,1.0,"Baseplate, Brick Built Animals, Car, Duck, Fire Truck, Helicopter, House, Pullback Motor, Tow Truck, Wind Up Motor",Normal,
890-1,Wind-Up Motor,/sets/890-1/Wind-Up-Motor,Basic,Basic,Supplementaries,1981.0,10.0,0.0,,,,20.0,6.0,2.7,3.0,"Pullback Motor, Wind Up Motor",Normal,
1060-1,Road Plates and Signs,/sets/1060-1/Road-Plates-and-Signs,Educational,Dacta,,1981.0,30.0,0.0,,,,119.0,141.0,,,"Pedestrian Crossing, Road Baseplate",Normal,
1064-1,Dacta Buildings,/sets/1064-1/Dacta-Buildings,Educational,Dacta,,1981.0,,6.0,,/minifigs/inset-1064-1,,,,,,"Baseplate, Fire, Fire Station, Hospital, Medical, Police, Police Station, Restaurant, Service Station, Shop",Normal,
1134-1,Battery Wagon,/sets/1134-1/Battery-Wagon,Miscellaneous,Service Packs,Trains,1981.0,4.0,0.0,,,,,,,,"Electric, Train Accessory",Normal,
1135-1, Battery Cable Kit,/sets/1135-1/Battery-Cable-Kit,Miscellaneous,Service Packs,Trains,1981.0,13.0,0.0,,,,26.0,,,,"Electric, Train Accessory",Normal,
1136-1,"Buffers, Magnetic Couplers",/sets/1136-1/Buffers-Magnetic-Couplers,Miscellaneous,Service Packs,Trains,1981.0,6.0,0.0,,,,17.0,6.0,,,,Normal,
1137-1,Train Couplings,/sets/1137-1/Train-Couplings,Miscellaneous,Service Packs,Trains,1981.0,4.0,0.0,,,,15.0,,,,,Normal,
1138-1,Replacement Rubber Wheel Treads for Trains,/sets/1138-1/Replacement-Rubber-Wheel-Treads-for-Trains,Miscellaneous,Service Packs,Trains,1981.0,8.0,0.0,,,,19.0,,,,,Normal,
1139-1,Motor-Mount Plate with Magnetic Couplers,/sets/1139-1/Motor-Mount-Plate-with-Magnetic-Couplers,Miscellaneous,Service Packs,Trains,1981.0,5.0,0.0,,,,23.0,,,,,Normal,
1140-1,12V Light Bricks,/sets/1140-1/12V-Light-Bricks,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,21.0,5.0,,,"12V, Electric, Light Brick",Normal,
1141-1,Wheel Bricks with Small Red Train Wheels,/sets/1141-1/Wheel-Bricks-with-Small-Red-Train-Wheels,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,9.0,,,,,Normal,
1142-1,Wheel Bricks with Small Black Train-Wheels,/sets/1142-1/Wheel-Bricks-with-Small-Black-Train-Wheels,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,18.0,,,,,Normal,
1143-1,Wheel Bricks with Large Red Train Wheels,/sets/1143-1/Wheel-Bricks-with-Large-Red-Train-Wheels,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,33.0,,,,,Normal,
1144-1,Train Baseplate,/sets/1144-1/Train-Baseplate,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,29.0,,,,,Normal,
1145-1, Bogie Plate,/sets/1145-1/Bogie-Plate,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,9.0,,,,,Normal,
1146-1,"Pushrods, Cylinder Housings",/sets/1146-1/Pushrods-Cylinder-Housings,Miscellaneous,Service Packs,Trains,1981.0,6.0,0.0,,,,24.0,,,,,Normal,
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",/sets/1147-1/Light-Prisms-Holder-Red-Yellow-Light-Covers,Miscellaneous,Service Packs,Trains,1981.0,7.0,0.0,,,,4.0,,,,,Normal,
1581-1,Silja Line Ferry,/sets/1581-1/Silja-Line-Ferry,Miscellaneous,Promotional,Ferries,1981.0,182.0,0.0,,,,,,,,Silja Line,Normal,Box
2330-1,Basic Set,/sets/2330-1/Basic-Set,Pre-school,Duplo,,1981.0,9.0,1.0,,/minifigs/inset-2330-1,,,,,,,Normal,
2340-1,Basic Set,/sets/2340-1/Basic-Set,Pre-school,Duplo,,1981.0,17.0,1.0,,/minifigs/inset-2340-1,,,,,,,Normal,
2350-1,Basic Building Set,/sets/2350-1/Basic-Building-Set,Pre-school,Duplo,,1981.0,22.0,2.0,,/minifigs/inset-2350-1,,,15.0,,,,Normal,Box
2360-1,Basic Set,/sets/2360-1/Basic-Set,Pre-school,Duplo,,1981.0,32.0,3.0,,/minifigs/inset-2360-1,,,,,,,Normal,
2370-1,Basic Set,/sets/2370-1/Basic-Set,Pre-school,Duplo,,1981.0,45.0,4.0,,/minifigs/inset-2370-1,,,,,,,Normal,
2624-1,Helicopter,/sets/2624-1/Helicopter,Pre-school,Duplo,,1981.0,2.0,1.0,,/minifigs/inset-2624-1,,,10.0,,,Helicopter,Normal,
2644-1,Service Station,/sets/2644-1/Service-Station,Pre-school,Duplo,,1981.0,14.0,2.0,,/minifigs/inset-2644-1,,,,,,"Car, Service Station, Service Vehicle, Tow Truck, Truck",Normal,
3601-1,Elton Elephant,/sets/3601-1/Elton-Elephant,Junior,Fabuland,,1981.0,6.0,1.0,,/minifigs/inset-3601-1,,,8.0,3.0,1.0,,Normal,
3603-1,Boris Bulldog and Mailbox,/sets/3603-1/Boris-Bulldog-and-Mailbox,Junior,Fabuland,,1981.0,5.0,1.0,,/minifigs/inset-3603-1,,,6.0,3.0,1.0,"Mail, Post",Normal,
3615-1,Percy Pig,/sets/3615-1/Percy-Pig,Junior,Fabuland,,1981.0,4.0,1.0,,/minifigs/inset-3615-1,,,7.0,,,,Normal,
3628-1,Perry Panda and Chester Chimp,/sets/3628-1/Perry-Panda-and-Chester-Chimp,Junior,Fabuland,,1981.0,3.0,2.0,,/minifigs/inset-3628-1,,25.0,10.0,4.0,1.0,Motorcycle,Normal,
3629-1,Barney Bear,/sets/3629-1/Barney-Bear,Junior,Fabuland,,1981.0,16.0,1.0,,/minifigs/inset-3629-1,,52.0,9.0,,,Car,Normal,
3635-1,Bonnie Bunny's Camper,/sets/3635-1/Bonnie-Bunny-s-Camper,Junior,Fabuland,,1981.0,25.0,1.0,,/minifigs/inset-3635-1,,125.0,16.0,3.5,2.0,"Camper, Camper Van, Car",Normal,
6075-2,Castle,/sets/6075-2/Castle,Historical,Castle,Classic,1981.0,767.0,14.0,,/minifigs/inset-6075-2,48.0,,345.0,5.0,1.0,"Baseplate, Brick Built Animals, Castle, Classic Knights, Drawbridge, Enclosed Fortress, Horse",Normal,
6077-1,Knight's Procession,/sets/6077-1/Knight-s-Procession,Historical,Castle,Classic,1981.0,48.0,6.0,,/minifigs/inset-6077-1,5.0,,43.0,4.0,1.0,"Cart, Classic Knights",Normal,Box
6083-1,Knight's Joust,/sets/6083-1/Knight-s-Joust,Historical,Castle,Classic,1981.0,211.0,6.0,,/minifigs/inset-6083-1,16.0,,195.0,,,"Baseplate, Brick Built Animals, Classic Knights, Horse, Tent, Tournaments",Normal,Box
6365-1,Summer Cottage,/sets/6365-1/Summer-Cottage,Modern day,Town,Leisure,1981.0,144.0,1.0,,/minifigs/inset-6365-1,,211.0,32.0,4.7,6.0,"Baseplate, Bedroom, House, Kitchen",Normal,Box
6382-1,Fire Station,/sets/6382-1/Fire-Station,Modern day,Town,Fire,1981.0,390.0,4.0,,/minifigs/inset-6382-1,25.0,417.0,53.0,4.7,10.0,"Bedroom, Fire Station, Fire Truck, Road Baseplate, Truck",Normal,Box
6383-1,Public Works Center,/sets/6383-1/Public-Works-Center,Modern day,Town,Maintenance,1981.0,421.0,4.0,,/minifigs/inset-6383-1,30.0,799.0,266.0,5.0,6.0,"Construction, Crane, Dump Truck, Front Loader, Road Baseplate, Service Station, Service Vehicle, Tipper Truck",Normal,Box
6600-1,Police Patrol,/sets/6600-1/Police-Patrol,Modern day,Town,Classic,1981.0,23.0,1.0,,/minifigs/inset-6600-1,,,20.0,3.5,2.0,"Police, Police Car",Normal,Box
6602-1,Fire Unit I,/sets/6602-1/Fire-Unit-I,Modern day,Town,Classic,1981.0,29.0,1.0,,/minifigs/inset-6602-1,,,6.0,2.0,1.0,"Fire, Fire Car",Normal,Box
6610-1,Gas Pumps,/sets/6610-1/Gas-Pumps,Modern day,Town,Shops and Services,1981.0,29.0,1.0,,/minifigs/inset-6610-1,,84.0,8.0,4.3,3.0,"Service Station, Shell",Normal,Box
6611-1,Fire Chief's Car,/sets/6611-1/Fire-Chief-s-Car,Modern day,Town,Fire,1981.0,20.0,1.0,,/minifigs/inset-6611-1,,88.0,3.0,4.0,3.0,"Fire, Fire Car",Normal,Box
6626-1,Rescue Helicopter,/sets/6626-1/Rescue-Helicopter,Modern day,Town,Classic,1981.0,37.0,0.0,,,,,14.0,,,"Aircraft, Ambulance, Helicopter, Medical",Normal,Box
6628-1,Shell Tow Truck,/sets/6628-1/Shell-Tow-Truck,Modern day,Town,Vehicles,1981.0,38.0,0.0,,,,53.0,5.0,3.8,5.0,"Service Vehicle, Shell, Tow Truck, Truck",Normal,Box
6629-1,Ambulance,/sets/6629-1/Ambulance,Modern day,Town,Medical,1981.0,39.0,1.0,,/minifigs/inset-6629-1,,110.0,5.0,4.0,2.0,"Ambulance, Car, Convertible, Medical",Normal,Box
6630-1,Bucket Loader,/sets/6630-1/Bucket-Loader,Modern day,Town,Construction,1981.0,34.0,1.0,,/minifigs/inset-6630-1,,125.0,5.0,4.3,3.0,"Construction, Front Loader",Normal,Box
6650-1,Fire and Rescue Van,/sets/6650-1/Fire-and-Rescue-Van,Modern day,Town,Fire,1981.0,46.0,1.0,,/minifigs/inset-6650-1,,127.0,7.0,4.0,2.0,"Fire, Fire Truck, Truck",Normal,Box
6680-1,Ambulance,/sets/6680-1/Ambulance,Modern day,Town,Medical,1981.0,63.0,2.0,,/minifigs/inset-6680-1,,148.0,13.0,5.0,2.0,"Ambulance, Medical",Normal,Box
6681-1,Police Van,/sets/6681-1/Police-Van,Modern day,Town,Police,1981.0,82.0,1.0,,/minifigs/inset-6681-1,,500.0,9.0,4.7,3.0,"Police, Police Car, Truck, Van",Normal,Box
6691-1,Red Cross Helicopter,/sets/6691-1/Red-Cross-Helicopter,Modern day,Town,Medical,1981.0,107.0,2.0,,/minifigs/inset-6691-1,,78.0,13.0,4.3,3.0,"Aircraft, Ambulance, Helicopter, Medical, Propeller Aircraft",Normal,Box
6801-1,Moon Buggy,/sets/6801-1/Moon-Buggy,Action/Adventure,Space,Classic,1981.0,22.0,1.0,,/minifigs/inset-6801-1,,70.0,9.0,4.7,6.0,Spaceship,Normal,
6822-1,Space Digger,/sets/6822-1/Space-Digger,Action/Adventure,Space,Classic,1981.0,33.0,1.0,,/minifigs/inset-6822-1,,52.0,6.0,3.7,6.0,Spaceship,Normal,
6842-1,Small Space Shuttle Craft,/sets/6842-1/Small-Space-Shuttle-Craft,Action/Adventure,Space,Classic,1981.0,46.0,1.0,,/minifigs/inset-6842-1,,113.0,9.0,3.6,5.0,"Classic Space Logo, Spaceship",Normal,
6870-1,Space Probe Launcher,/sets/6870-1/Space-Probe-Launcher,Action/Adventure,Space,Classic,1981.0,60.0,1.0,,/minifigs/inset-6870-1,,112.0,10.0,3.3,6.0,"Ground Vehicle, Launcher, Spaceship",Normal,Box
6927-1,All-Terrain Vehicle,/sets/6927-1/All-Terrain-Vehicle,Action/Adventure,Space,Classic,1981.0,170.0,2.0,,/minifigs/inset-6927-1,14.5,299.0,42.0,4.5,8.0,"Ground Vehicle, Mobile Base",Normal,
6929-1,Star Fleet Voyager,/sets/6929-1/Star-Fleet-Voyager,Action/Adventure,Space,Classic,1981.0,242.0,1.0,,/minifigs/inset-6929-1,15.0,650.0,62.0,4.8,12.0,Spaceship,Normal,
7725-1,Electric Passenger Train Set,/sets/7725-1/Electric-Passenger-Train-Set,Modern day,Trains,4.5/12 V,1981.0,485.0,1.0,,/minifigs/inset-7725-1,70.0,986.0,181.0,4.4,5.0,"12V, Deutsche Bundesbahn, Electric, Electric Locomotive, Electric Motor, Multibuild, Passenger Coach, Passenger Train, Public Transport, Train Track",Normal,
7777-1,Trains Ideas Book,/sets/7777-1/Trains-Ideas-Book,Miscellaneous,Books,LEGO,1981.0,,0.0,,,,,,4.5,2.0,"Lego Ideas Book, Train",Book,
7862-1,Remote Controlled Decoupling and Signal 12 V,/sets/7862-1/Remote-Controlled-Decoupling-and-Signal-12-V,Modern day,Trains,4.5/12 V,1981.0,16.0,0.0,,,,158.0,90.0,3.0,1.0,"12V, Electric, Train Accessory, Train Track",Normal,
8710-1,Technical Elements,/sets/8710-1/Technical-Elements,Technical,Technic,Supplementary,1981.0,124.0,0.0,/inventories/8710-1,,,49.0,34.0,4.0,1.0,,Normal,Box
8844-1,Helicopter,/sets/8844-1/Helicopter,Technical,Technic,,1981.0,316.0,0.0,,,,131.0,27.0,4.3,3.0,"Aircraft, Helicopter, Propeller Aircraft",Normal,Box
8845-1,Dune Buggy,/sets/8845-1/Dune-Buggy,Technical,Technic,,1981.0,174.0,0.0,,,20.0,295.0,20.0,3.6,8.0,"Dune Buggy, Functional Steering, Off Roader, Sprung",Normal,Box
8848-1,Power Truck,/sets/8848-1/Power-Truck,Technical,Technic,,1981.0,398.0,0.0,,,,425.0,49.0,4.2,6.0,"Front Loader, Tipper Truck, Truck",Normal,Box
8859-1,Tractor,/sets/8859-1/Tractor,Technical,Technic,,1981.0,610.0,0.0,,,,,105.0,3.7,6.0,"Flagship Set, Tractor",Normal,Box
599-1,"Basic Building Set, 5+",/sets/599-1/Basic-Building-Set-5,Basic,Basic,,1982.0,748.0,3.0,,/minifigs/inset-599-1,,564.0,,,,"Baseplate, Boat, Brick Built Animals, Camel, Car, Delivery Truck, Egypt, Horse, House, Lamppost, Mobile Crane, Propeller Aircraft, Shop, Trailer, Wind Up Motor",Normal,
1066-1,Little People with Accessories,/sets/1066-1/Little-People-with-Accessories,Educational,Dacta,Town,1982.0,138.0,36.0,,/minifigs/inset-1066-1,,118.0,,,,"Construction, Fire, Medical, Minifigure Pack, Police",Normal,
1082-1,Roof Bricks,/sets/1082-1/Roof-Bricks,Educational,Dacta,,1982.0,336.0,0.0,,,,64.0,,,,,Normal,
1201-1,Hooks,/sets/1201-1/Hooks,Miscellaneous,Service Packs,,1982.0,,0.0,,,,,,,,,Normal,
1205-1,Keys for wind-up motor,/sets/1205-1/Keys-for-wind-up-motor,Miscellaneous,Service Packs,,1982.0,2.0,0.0,,,,2.0,1.0,,,"Polybag, Wind Up Motor",Normal,Polybag
1209-1,{Fences and Gates},/sets/1209-1/{Fences-and-Gates},Miscellaneous,Service Packs,,1982.0,10.0,0.0,,,,6.0,,,,Polybag,Normal,Polybag
1211-1,Space Stands and Brackets,/sets/1211-1/Space-Stands-and-Brackets,Miscellaneous,Service Packs,Space,1982.0,8.0,0.0,,,2.25,5.0,,,,Polybag,Normal,Polybag
1221-1,Yellow beams,/sets/1221-1/Yellow-beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,9.0,,,,Polybag,Normal,Polybag
1222-1,Blue beams,/sets/1222-1/Blue-beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,10.0,,,,Polybag,Normal,Polybag
1223-1,Black beams,/sets/1223-1/Black-beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,7.0,,,,Polybag,Normal,Polybag
1224-1,Red beams,/sets/1224-1/Red-beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,9.0,,,,Polybag,Normal,Polybag
1226-1,Tractor wheels and tyres,/sets/1226-1/Tractor-wheels-and-tyres,Miscellaneous,Service Packs,,1982.0,12.0,0.0,,,,6.0,,,,Polybag,Normal,Polybag
1590-2,Breakdown Assistance,/sets/1590-2/Breakdown-Assistance,Modern day,Town,Special,1982.0,233.0,4.0,,/minifigs/inset-1590-2,,,166.0,4.0,1.0,"ANWB, Car, Netherlands, Pedestrian Crossing, Road Baseplate, Service Station, Service Vehicle, Tow Truck, Transport Vehicle",Normal,Box
1600-1,Pampers Gift Pack,/sets/1600-1/Pampers-Gift-Pack,Pre-school,Duplo,,1982.0,5.0,1.0,,/minifigs/inset-1600-1,,,,,,,Normal,Box
1656-2,Viking Line Ferry,/sets/1656-2/Viking-Line-Ferry,Miscellaneous,Promotional,Ferries,1982.0,244.0,0.0,,,,,91.0,,,Viking Line,Normal,Box
1658-1,Viking Line Ferry 'Viking Saga',/sets/1658-1/Viking-Line-Ferry-Viking-Saga,Miscellaneous,Promotional,Ferries,1982.0,207.0,0.0,,,,,299.0,4.0,2.0,Viking Line,Normal,Box
1905-1,Mini Building Set,/sets/1905-1/Mini-Building-Set,Basic,Basic,,1982.0,36.0,0.0,,,,4.0,,,,"Aircraft, Duck",Normal,Box
1910-1,3+ Building Set,/sets/1910-1/3-Building-Set,Basic,Basic,,1982.0,85.0,0.0,,,,,,,,,Normal,
1920-1,Promo Basic Set,/sets/1920-1/Promo-Basic-Set,Basic,Basic,,1982.0,115.0,0.0,,,,,,,,"Brick Built Animals, Car, Elephant, Windmill",Normal,Box
1922-2,Basic Building Set with Storage Case,/sets/1922-2/Basic-Building-Set-with-Storage-Case,Basic,Basic,,1982.0,52.0,0.0,,,,,,,,"Brick Built Animals, Duck, Storage",Normal,Other
2302-1,Building Plate Red,/sets/2302-1/Building-Plate-Red,Pre-school,Duplo,,1982.0,1.0,0.0,,,,,,,,Baseplate,Normal,
2306-2,Supplementary Bricks,/sets/2306-2/Supplementary-Bricks,Pre-school,Duplo,,1982.0,18.0,0.0,,,,,,,,,Normal,Box
2308-1,Basic Set,/sets/2308-1/Basic-Set,Pre-school,Duplo,,1982.0,,0.0,,,,,,,,,Normal,
2622-1,Little Plane,/sets/2622-1/Little-Plane,Pre-school,Duplo,,1982.0,2.0,1.0,,/minifigs/inset-2622-1,,,7.0,,,"Aircraft, Airplane, Propeller Aircraft",Normal,
2635-1,Fire Engine,/sets/2635-1/Fire-Engine,Pre-school,Duplo,,1982.0,4.0,1.0,,/minifigs/inset-2635-1,,,7.0,,,Fire Truck,Normal,
2641-1,Barnyard,/sets/2641-1/Barnyard,Pre-school,Duplo,,1982.0,21.0,1.0,,/minifigs/inset-2641-1,,,12.0,,,"Cart, Chicken, Farm, Horse, Sheep, Windmill",Normal,Box
2642-1,Living Room,/sets/2642-1/Living-Room,Pre-school,Duplo,,1982.0,26.0,4.0,,/minifigs/inset-2642-1,,,,,,,Normal,Box
2648-1,Play-Box Home and Garage,/sets/2648-1/Play-Box-Home-and-Garage,Pre-school,Duplo,,1982.0,18.0,2.0,,/minifigs/inset-2648-1,,,56.0,,,"Bedroom, Car",Normal,
3654-1,Lisa Lamb's House,/sets/3654-1/Lisa-Lamb-s-House,Junior,Fabuland,,1982.0,32.0,1.0,,/minifigs/inset-3654-1,10.0,140.0,16.0,,,"Baseplate, House",Normal,
3666-1,Billy Bear and Mortimer Mouse's Service Station,/sets/3666-1/Billy-Bear-and-Mortimer-Mouse-s-Service-Station,Junior,Fabuland,,1982.0,28.0,2.0,,/minifigs/inset-3666-1,,,99.0,,,"Baseplate, Motor Trike, Service Station, Service Vehicle, Tow Truck",Normal,
3667-1,Pat and Freddy's Shop,/sets/3667-1/Pat-and-Freddy-s-Shop,Junior,Fabuland,,1982.0,58.0,2.0,,/minifigs/inset-3667-1,,,79.0,4.0,1.0,"Baseplate, Shop",Normal,
3669-1,Fire Station,/sets/3669-1/Fire-Station,Junior,Fabuland,,1982.0,33.0,3.0,,/minifigs/inset-3669-1,,,49.0,,,"Baseplate, Camera, Fire Car, Fire Station, Motor Trike, Motorcycle",Normal,
3672-1,The Motel,/sets/3672-1/The-Motel,Junior,Fabuland,,1982.0,60.0,3.0,,/minifigs/inset-3672-1,,,90.0,5.0,1.0,"Baseplate, Hotel",Normal,
3678-1,Lionel Lion's Lodge,/sets/3678-1/Lionel-Lion-s-Lodge,Junior,Fabuland,,1982.0,123.0,4.0,,/minifigs/inset-3678-1,,,224.0,,,"Baseplate, Car",Normal,
3694-1,Figure collection,/sets/3694-1/Figure-collection,Junior,Fabuland,,1982.0,,0.0,,,,,,,,,Normal,
3695-1,Figure collection,/sets/3695-1/Figure-collection,Junior,Fabuland,,1982.0,,80.0,,/minifigs/inset-3695-1,,,,,,,Normal,
3701-1,Charlie Cat the fisherman,/sets/3701-1/Charlie-Cat-the-fisherman,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3701-1,1.5,17.0,8.0,4.0,2.0,,Normal,
3703-1,Peter Pig the Cook,/sets/3703-1/Peter-Pig-the-Cook,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3703-1,,1.0,6.0,3.0,1.0,,Normal,
3704-1,Marjorie Mouse,/sets/3704-1/Marjorie-Mouse,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3704-1,1.5,,8.0,,,,Normal,
3706-1,Ernie Elephant,/sets/3706-1/Ernie-Elephant,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3706-1,,30.0,6.0,3.0,2.0,,Normal,
3707-1,Clara Cow,/sets/3707-1/Clara-Cow,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3707-1,,20.0,7.0,3.0,1.0,,Normal,
3708-1,Rufus Rabbit,/sets/3708-1/Rufus-Rabbit,Junior,Fabuland,,1982.0,3.0,1.0,,/minifigs/inset-3708-1,,22.0,6.0,3.5,2.0,,Normal,
3781-1,Maximillian Mouse,/sets/3781-1/Maximillian-Mouse,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3781-1,,,11.0,,,,Normal,
3782-1,Paul Parrot,/sets/3782-1/Paul-Parrot,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3782-1,,21.0,9.0,2.0,1.0,"Camera, Motorcycle",Normal,
3784-1,Hugo Hog the Tinker,/sets/3784-1/Hugo-Hog-the-Tinker,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3784-1,,22.0,7.0,4.0,1.0,,Normal,
3786-1,Boris Bulldog,/sets/3786-1/Boris-Bulldog,Junior,Fabuland,,1982.0,8.0,1.0,,/minifigs/inset-3786-1,,30.0,6.0,5.0,1.0,"Mail, Post",Normal,
4005-1,Tug Boat,/sets/4005-1/Tug-Boat,Modern day,Boats,,1982.0,66.0,1.0,,/minifigs/inset-4005-1,10.0,,23.0,4.4,8.0,"Boat, Floats On Water, Ship",Normal,Box
4015-1,Freighter,/sets/4015-1/Freighter,Modern day,Boats,,1982.0,80.0,2.0,,/minifigs/inset-4015-1,,,63.0,4.0,7.0,"Boat, Cargo Ship, Container Ship, Floats On Water, Ship",Normal,Box
4025-1,Fire Boat,/sets/4025-1/Fire-Boat,Modern day,Boats,,1982.0,150.0,3.0,,/minifigs/inset-4025-1,,275.0,26.0,4.5,2.0,"Boat, Fire Boat, Fire Ship, Floats On Water, Ship",Normal,Box
5235-2,Schoolroom,/sets/5235-2/Schoolroom,Vintage themes,Homemaker,,1982.0,231.0,0.0,,,,,93.0,,,"Baseplate, Blackboard, Furniture, Maxifig, School, USA",Normal,
6302-1,Mini-Figure Set,/sets/6302-1/Mini-Figure-Set,Modern day,Town,Accessories,1982.0,25.0,6.0,,/minifigs/inset-6302-1,,77.0,30.0,5.0,2.0,Minifigure Pack,Normal,Box
6308-1,Policemen,/sets/6308-1/Policemen,Modern day,Town,Accessories,1982.0,20.0,4.0,,/minifigs/inset-6308-1,,,6.0,,,"Minifigure Pack, Police",Normal,Box
6362-1,Post Office,/sets/6362-1/Post-Office,Modern day,Town,Postal,1982.0,133.0,1.0,,/minifigs/inset-6362-1,,329.0,38.0,4.7,10.0,"Baseplate, Delivery Truck, Mail, Pickup Truck, Post, Post Office",Normal,Box
6372-1,Town House,/sets/6372-1/Town-House,Modern day,Town,Leisure,1982.0,217.0,2.0,,/minifigs/inset-6372-1,,784.0,57.0,4.8,4.0,"Baseplate, Bbq, Bedroom, House, Kitchen",Normal,Box
6607-1,Service Truck,/sets/6607-1/Service-Truck,Modern day,Town,Maintenance,1982.0,25.0,1.0,,/minifigs/inset-6607-1,,66.0,4.0,4.0,5.0,Service Vehicle,Normal,Box
6608-1,Tractor,/sets/6608-1/Tractor,Modern day,Town,Maintenance,1982.0,21.0,1.0,,/minifigs/inset-6608-1,,68.0,3.0,3.5,4.0,Tractor,Normal,Box
6651-1,Mail Truck,/sets/6651-1/Mail-Truck,Modern day,Town,Postal,1982.0,47.0,1.0,,/minifigs/inset-6651-1,,167.0,12.0,4.2,5.0,"Delivery Truck, Mail, Post",Normal,Box
6653-1,Highway Maintenance Truck,/sets/6653-1/Highway-Maintenance-Truck,Modern day,Town,Maintenance,1982.0,56.0,1.0,,/minifigs/inset-6653-1,,36.0,11.0,4.5,4.0,"Service Vehicle, Truck",Normal,Box
6685-1,Fire Copter 1,/sets/6685-1/Fire-Copter-1,Modern day,Town,Fire,1982.0,99.0,1.0,,/minifigs/inset-6685-1,,268.0,10.0,4.9,7.0,"Aircraft, Fire, Fire Helicopter, Helicopter, Propeller Aircraft",Normal,Box
6880-1,Surface Explorer,/sets/6880-1/Surface-Explorer,Action/Adventure,Space,Classic,1982.0,82.0,1.0,,/minifigs/inset-6880-1,7.5,134.0,23.0,4.0,4.0,Ground Vehicle,Normal,
6890-1,Cosmic Cruiser,/sets/6890-1/Cosmic-Cruiser,Action/Adventure,Space,Classic,1982.0,115.0,1.0,,/minifigs/inset-6890-1,11.0,270.0,32.0,4.8,4.0,Spaceship,Normal,
6950-1,Mobile Rocket Transport,/sets/6950-1/Mobile-Rocket-Transport,Action/Adventure,Space,Classic,1982.0,209.0,2.0,,/minifigs/inset-6950-1,,410.0,71.0,4.6,7.0,"Ground Vehicle, Launcher, Rocket",Normal,
8030-1,Universal Set,/sets/8030-1/Universal-Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,13.0,3.7,3.0,"Car, Dragster, Functional Steering, Go Kart, Jeep, Windmill",Normal,Box
8050-1,Universal Motor Set,/sets/8050-1/Universal-Motor-Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,50.0,4.0,1.0,"Aircraft, Crane, Electric, Electric Motor, Functional Steering, Helicopter, Robot",Normal,Box
8090-1,Universal Set,/sets/8090-1/Universal-Set,Technical,Technic,Universal,1982.0,266.0,0.0,,,,,85.0,,,"Aircraft, Helicopter, Truck, Windmill",Normal,Box
8700-1,Power Pack,/sets/8700-1/Power-Pack,Technical,Technic,Supplementary,1982.0,26.0,0.0,/inventories/8700-1,,,68.0,29.0,5.0,1.0,"4.5V, Electric, Electric Motor",Normal,Box
8846-1,Tow Truck,/sets/8846-1/Tow-Truck,Technical,Technic,,1982.0,379.0,0.0,,,,,43.0,4.7,3.0,"Tow Truck, Truck",Normal,Box
50YOP-1,50 Years of Play,/sets/50YOP-1/50-Years-of-Play,Miscellaneous,Books,LEGO,1982.0,,0.0,,,,,,,,,Book,
710-3,"Basic Building Set, 7+",/sets/710-3/Basic-Building-Set-7,Basic,Basic,,1983.0,364.0,2.0,,/minifigs/inset-710-3,,,54.0,,,"Baseplate, Furniture, House, School, Surfing, Van",Normal,Box
