set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging,inventory_id,number_parts,total_parts,1st_color,2nd_color
4025-1,Fire Boat,/sets/4025-1/Fire-Boat,Modern day,Boats,,1982.0,150.0,3.0,,/minifigs/inset-4025-1,,275.0,26.0,4.5,2.0,"Boat, Fire Boat, Fire Ship, Floats On Water, Ship",Normal,Box,4535,66,150,White,Black
6302-1,Mini-Figure Set,/sets/6302-1/Mini-Figure-Set,Modern day,Town,Accessories,1982.0,25.0,6.0,,/minifigs/inset-6302-1,,77.0,30.0,5.0,2.0,Minifigure Pack,Normal,Box,3322,25,31,White,Yellow
6308-1,Policemen,/sets/6308-1/Policemen,Modern day,Town,Accessories,1982.0,20.0,4.0,,/minifigs/inset-6308-1,,,6.0,,,"Minifigure Pack, Police",Normal,Box,1039,9,20,Black,White
6362-1,Post Office,/sets/6362-1/Post-Office,Modern day,Town,Postal,1982.0,133.0,1.0,,/minifigs/inset-6362-1,,329.0,38.0,4.7,10.0,"Baseplate, Delivery Truck, Mail, Pickup Truck, Post, Post Office",Normal,Box,5607,53,135,Red,Blue
6372-1,Town House,/sets/6372-1/Town-House,Modern day,Town,Leisure,1982.0,217.0,2.0,,/minifigs/inset-6372-1,,784.0,57.0,4.8,4.0,"Baseplate, Bbq, Bedroom, House, Kitchen",Normal,Box,8745,78,238,Blue,Red
6607-1,Service Truck,/sets/6607-1/Service-Truck,Modern day,Town,Maintenance,1982.0,25.0,1.0,,/minifigs/inset-6607-1,,66.0,4.0,4.0,5.0,Service Vehicle,Normal,Box,4185,18,25,Black,Yellow
6608-1,Tractor,/sets/6608-1/Tractor,Modern day,Town,Maintenance,1982.0,21.0,1.0,,/minifigs/inset-6608-1,,68.0,3.0,3.5,4.0,Tractor,Normal,Box,5455,16,21,Black,Red
6651-1,Mail Truck,/sets/6651-1/Mail-Truck,Modern day,Town,Postal,1982.0,47.0,1.0,,/minifigs/inset-6651-1,,167.0,12.0,4.2,5.0,"Delivery Truck, Mail, Post",Normal,Box,5125,31,46,Yellow,Black
6653-1,Highway Maintenance Truck,/sets/6653-1/Highway-Maintenance-Truck,Modern day,Town,Maintenance,1982.0,56.0,1.0,,/minifigs/inset-6653-1,,36.0,11.0,4.5,4.0,"Service Vehicle, Truck",Normal,Box,3508,35,56,Blue,White
6685-1,Fire Copter 1,/sets/6685-1/Fire-Copter-1,Modern day,Town,Fire,1982.0,99.0,1.0,,/minifigs/inset-6685-1,,268.0,10.0,4.9,7.0,"Aircraft, Fire, Fire Helicopter, Helicopter, Propeller Aircraft",Normal,Box,385,46,99,Red,Black
6880-1,Surface Explorer,/sets/6880-1/Surface-Explorer,Action/Adventure,Space,Classic,1982.0,82.0,1.0,,/minifigs/inset-6880-1,7.5,134.0,23.0,4.0,4.0,Ground Vehicle,Normal,,13767,39,83,Light Gray,Black
6890-1,Cosmic Cruiser,/sets/6890-1/Cosmic-Cruiser,Action/Adventure,Space,Classic,1982.0,115.0,1.0,,/minifigs/inset-6890-1,11.0,270.0,32.0,4.8,4.0,Spaceship,Normal,,446,60,115,White,Blue
6950-1,Mobile Rocket Transport,/sets/6950-1/Mobile-Rocket-Transport,Action/Adventure,Space,Classic,1982.0,209.0,2.0,,/minifigs/inset-6950-1,,410.0,71.0,4.6,7.0,"Ground Vehicle, Launcher, Rocket",Normal,,13256,78,210,Light Gray,Black
8030-1,Universal Set,/sets/8030-1/Universal-Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,13.0,3.7,3.0,"Car, Dragster, Functional Steering, Go Kart, Jeep, Windmill",Normal,Box,14797,38,141,Red,Light Gray
8030-1,Universal Set,/sets/8030-1/Universal-Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,13.0,3.7,3.0,"Car, Dragster, Functional Steering, Go Kart, Jeep, Windmill",Normal,Box,16878,38,141,Red,Light Gray
8050-1,Universal Motor Set,/sets/8050-1/Universal-Motor-Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,,50.0,4.0,1.0,"Aircraft, Crane, Electric, Electric Motor, Functional Steering, Helicopter, Robot",Normal,Box,14244,41,141,Light Gray,Blue
8090-1,Universal Set,/sets/8090-1/Universal-Set,Technical,Technic,Universal,1982.0,266.0,0.0,,,,,85.0,,,"Aircraft, Helicopter, Truck, Windmill",Normal,Box,1313,55,277,Light Gray,Yellow
8700-1,Power Pack,/sets/8700-1/Power-Pack,Technical,Technic,Supplementary,1982.0,26.0,0.0,/inventories/8700-1,,,68.0,29.0,5.0,1.0,"4.5V, Electric, Electric Motor",Normal,Box,2743,18,27,Light Gray,Yellow
8846-1,Tow Truck,/sets/8846-1/Tow-Truck,Technical,Technic,,1982.0,379.0,0.0,,,,,43.0,4.7,3.0,"Tow Truck, Truck",Normal,Box,5625,103,380,Light Gray,Black
1593-1,Super Model Building Instructions,/sets/1593-1/Super-Model-Building-Instructions,Action/Adventure,Space,Classic,1983.0,313.0,2.0,,/minifigs/inset-1593-1,,,215.0,2.2,6.0,"Ground Vehicle, Spaceship",Normal,,15036,118,314,Light Gray,White
1924-1,Motorcycle,/sets/1924-1/Motorcycle,Technical,Technic,,1983.0,103.0,0.0,,,,,12.0,4.7,3.0,"Functional Steering, Motorcycle",Normal,Box,3296,37,103,Black,Light Gray
3626-1,Roger Racoon and his Sports Car,/sets/3626-1/Roger-Racoon-and-his-Sports-Car,Junior,Fabuland,,1983.0,16.0,1.0,,/minifigs/inset-3626-1,,55.0,16.0,,,"Car, Convertible",Normal,,15665,12,17,Yellow,Red
3627-1,Bonnie Bunny ,/sets/3627-1/Bonnie-Bunny,Junior,Fabuland,,1983.0,18.0,1.0,,/minifigs/inset-3627-1,,104.0,16.0,,,Car,Normal,,10722,13,28,White,Red
3637-1,Gertrude Goat the painter,/sets/3637-1/Gertrude-Goat-the-painter,Junior,Fabuland,,1983.0,14.0,1.0,,/minifigs/inset-3637-1,,,14.0,,,"Car, Pickup Truck",Normal,,5709,14,15,Yellow,White
3638-1,Fire Engine,/sets/3638-1/Fire-Engine,Junior,Fabuland,,1983.0,17.0,1.0,,/minifigs/inset-3638-1,,,12.0,,,Fire Truck,Normal,,11752,13,17,Red,Black
3787-1,Hannah Hippopotamus the public gardener,/sets/3787-1/Hannah-Hippopotamus-the-public-gardener,Junior,Fabuland,,1983.0,8.0,1.0,,/minifigs/inset-3787-1,,32.0,12.0,,,"Garden, Lawnmower",Normal,,14362,10,15,Yellow,White
3788-1,Paulette Poodles' Living Room,/sets/3788-1/Paulette-Poodles-Living-Room,Junior,Fabuland,,1983.0,12.0,1.0,,/minifigs/inset-3788-1,,90.0,10.0,,,"Bird, Cage, Furniture",Normal,,6471,10,16,Red,Yellow
6002-1,Town Figures,/sets/6002-1/Town-Figures,Modern day,Town,Accessories,1983.0,20.0,4.0,,/minifigs/inset-6002-1,,,,,,"Medical, Minifigure Pack, Racing",Normal,Blister pack,9816,16,20,Black,Yellow
6002-2,Castle Figures,/sets/6002-2/Castle-Figures,Historical,Castle,Classic,1983.0,22.0,4.0,,/minifigs/inset-6002-2,,,45.0,4.5,2.0,"Classic Knights, Minifigure Pack",Normal,Blister pack,3731,12,22,Light Gray,Black
6307-1,Firemen,/sets/6307-1/Firemen,Modern day,Town,Accessories,1983.0,22.0,4.0,,/minifigs/inset-6307-1,,,380.0,4.0,1.0,"Fire, Minifigure Pack",Normal,Blister pack,10753,9,22,Black,Light Gray
6371-1,Shell Service Station,/sets/6371-1/Shell-Service-Station,Modern day,Town,Shops and Services,1983.0,261.0,3.0,,/minifigs/inset-6371-1,,655.0,89.0,4.0,2.0,"Car, Motorcycle, Pedestrian Crossing, Road Baseplate, Service Station, Service Vehicle, Shell, Shop, Tow Truck",Normal,Box,1637,101,268,White,Yellow
6374-1,Holiday Home,/sets/6374-1/Holiday-Home,Modern day,Town,Leisure,1983.0,257.0,2.0,,/minifigs/inset-6374-1,,,63.0,5.0,4.0,"Bbq, Bedroom, Car, House, Kitchen, Road Baseplate",Normal,Box,15905,93,266,White,Red
6384-1,Police Station,/sets/6384-1/Police-Station,Modern day,Town,Police,1983.0,389.0,4.0,,/minifigs/inset-6384-1,,325.0,52.0,4.4,7.0,"Aircraft, Car, Helicopter, Landing Pad, Motorcycle, Police, Police Car, Police Helicopter, Police Station, Propeller Aircraft, Road Baseplate",Normal,Box,10619,126,401,White,Black
6606-1,Road Repair Set,/sets/6606-1/Road-Repair-Set,Modern day,Town,Maintenance,1983.0,27.0,1.0,,/minifigs/inset-6606-1,,27.0,4.0,4.0,2.0,"Construction, Service Vehicle",Normal,Box,4953,18,26,Black,White
6623-1,Police Car,/sets/6623-1/Police-Car,Modern day,Town,Police,1983.0,39.0,1.0,,/minifigs/inset-6623-1,,28.0,7.0,4.3,6.0,"Car, Police, Police Car",Normal,Box,5134,24,40,White,Black
6624-1,Delivery Van,/sets/6624-1/Delivery-Van,Modern day,Town,Vehicles,1983.0,41.0,1.0,,/minifigs/inset-6624-1,,67.0,8.0,4.5,6.0,"Cargo, Delivery Truck, Mail, Post, Truck, Van",Normal,Box,8417,29,40,Red,Black
6652-1,Construction Truck,/sets/6652-1/Construction-Truck,Modern day,Town,Construction,1983.0,44.0,1.0,,/minifigs/inset-6652-1,,111.0,4.0,4.0,3.0,"Articulated Lorry, Construction, Dump Truck, Tipper Truck",Normal,Box,14265,24,45,Black,Yellow
6654-1,Motorcycle Transport,/sets/6654-1/Motorcycle-Transport,Modern day,Town,Vehicles,1983.0,50.0,1.0,,/minifigs/inset-6654-1,,139.0,8.0,4.2,5.0,"Motor Bike, Motorcycle, Pickup Truck, Trailer, Transport Vehicle, Truck",Normal,Box,5372,33,54,Red,Black
6683-1,Hamburger Stand,/sets/6683-1/Hamburger-Stand,Modern day,Town,Shops and Services,1983.0,69.0,2.0,,/minifigs/inset-6683-1,,305.0,30.0,5.0,7.0,"Baseplate, Restaurant",Normal,Box,12975,41,69,Yellow,White
6692-1,Tractor Trailer,/sets/6692-1/Tractor-Trailer,Modern day,Town,Vehicles,1983.0,96.0,1.0,,/minifigs/inset-6692-1,,249.0,16.0,4.5,4.0,"Articulated Lorry, Delivery Truck, Trailer, Truck",Normal,Box,13611,47,97,Yellow,Black
6701-1,Minifig Pack,/sets/6701-1/Minifig-Pack,Action/Adventure,Space,Classic,1983.0,36.0,6.0,,/minifigs/inset-6701-1,,159.0,27.0,5.0,2.0,Minifigure Pack,Normal,,7914,19,36,Yellow,Red
6711-1,Minifig Pack,/sets/6711-1/Minifig-Pack,Action/Adventure,Space,Classic,1983.0,24.0,4.0,,/minifigs/inset-6711-1,4.5,,43.0,5.0,1.0,Minifigure Pack,Normal,,55,17,24,White,Yellow
6803-1,Space Patrol,/sets/6803-1/Space-Patrol,Action/Adventure,Space,Classic,1983.0,25.0,1.0,,/minifigs/inset-6803-1,,80.0,7.0,4.7,3.0,Spaceship,Normal,,3239,19,25,Blue,Light Gray
6823-1,Surface Transport,/sets/6823-1/Surface-Transport,Action/Adventure,Space,Classic,1983.0,27.0,1.0,,/minifigs/inset-6823-1,,87.0,8.0,4.0,2.0,Ground Vehicle,Normal,,8803,20,27,Light Gray,Black
6844-1,Sismobile,/sets/6844-1/Sismobile,Action/Adventure,Space,Classic,1983.0,46.0,1.0,,/minifigs/inset-6844-1,,75.0,7.0,5.0,4.0,Ground Vehicle,Normal,,8990,30,46,Blue,Light Gray
6930-1,Space Supply Station,/sets/6930-1/Space-Supply-Station,Action/Adventure,Space,Classic,1983.0,206.0,4.0,,/minifigs/inset-6930-1,,520.0,59.0,4.6,10.0,"Base, Baseplate, Ground Vehicle, Landing Pad, Spaceship",Normal,,15981,77,206,Light Gray,Blue
6980-1,Galaxy Commander,/sets/6980-1/Galaxy-Commander,Action/Adventure,Space,Classic,1983.0,443.0,5.0,,/minifigs/inset-6980-1,,1846.0,151.0,4.7,11.0,"Ground Vehicle, Mobile Base, Road Baseplate, Spaceship, Tanker Vehicle",Normal,,8311,129,443,White,Blue
7727-1,Freight Steam Train Set,/sets/7727-1/Freight-Steam-Train-Set,Modern day,Trains,4.5/12 V,1983.0,570.0,2.0,,/minifigs/inset-7727-1,,,533.0,5.0,1.0,"12V, 4X8 Container, Car, Deutsche Bundesbahn, Diesel Locomotive, Electric, Electric Motor, Forklift, Freight Train, Freight Wagon, Sliding Door, Steam Locomotive, Trackside Structure, Tractor, Train Track",Normal,Box,5261,128,569,Black,Light Gray
7755-1,Diesel Heavy Shunting Locomotive,/sets/7755-1/Diesel-Heavy-Shunting-Locomotive,Modern day,Trains,4.5/12 V,1983.0,164.0,1.0,,/minifigs/inset-7755-1,,588.0,166.0,3.8,4.0,"12V, Deutsche Bundesbahn, Diesel Locomotive, Electric, Electric Motor, Multibuild",Normal,Box,11021,59,163,Red,Black
7815-1,Passenger Carriage / Sleeper,/sets/7815-1/Passenger-Carriage-Sleeper,Modern day,Trains,4.5/12 V,1983.0,228.0,2.0,,/minifigs/inset-7815-1,,480.0,143.0,4.8,4.0,"Bathroom, Bedroom, Multibuild, Passenger Coach",Normal,Box,11033,54,228,Black,Yellow
7819-1,Postal Container Wagon,/sets/7819-1/Postal-Container-Wagon,Modern day,Trains,4.5/12 V,1983.0,183.0,1.0,,/minifigs/inset-7819-1,,280.0,119.0,4.5,2.0,"Freight Wagon, Mail, Multibuild, Passenger Coach, Post, Sliding Door",Normal,Box,10616,55,182,Black,Yellow
7821-1,Track & Lighting Maintenance Wagon,/sets/7821-1/Track-Lighting-Maintenance-Wagon,Modern day,Trains,4.5/12 V,1983.0,90.0,2.0,,/minifigs/inset-7821-1,,159.0,36.0,4.5,2.0,"Freight Wagon, Lamppost, Multibuild, Railway Maintenance, Trackside Structure",Normal,Box,10587,42,90,Black,Light Gray
7824-1,Railway Station,/sets/7824-1/Railway-Station,Modern day,Trains,4.5/12 V,1983.0,478.0,9.0,,/minifigs/inset-7824-1,44.75,295.0,89.0,4.2,5.0,"Baseplate, Lamppost, Railway Building, Restaurant, Shop, Trackside Structure, Trailer, Train Station, Train Track",Normal,Box,8561,130,478,Black,Red
7838-1,Freight Loading Depot,/sets/7838-1/Freight-Loading-Depot,Modern day,Trains,4.5/12 V,1983.0,315.0,3.0,,/minifigs/inset-7838-1,,407.0,120.0,5.0,1.0,"Baseplate, Crane, Freight Wagon, Railway Building, Sliding Door, Trackside Structure, Train Track",Normal,Box,762,94,324,Black,Blue
7866-1,Remote Controlled Road Crossing 12 V,/sets/7866-1/Remote-Controlled-Road-Crossing-12-V,Modern day,Trains,4.5/12 V,1983.0,191.0,1.0,,/minifigs/inset-7866-1,,512.0,162.0,5.0,3.0,"12V, Electric, Electric Motor, Level Crossing, Light Brick, Railway Building, Road Baseplate, Trackside Structure, Train Track",Normal,Box,1966,62,194,Light Gray,Red
7867-1,4 Lighting Standards Electric 12 V,/sets/7867-1/4-Lighting-Standards-Electric-12-V,Modern day,Trains,4.5/12 V,1983.0,52.0,0.0,,,,78.0,45.0,4.0,1.0,"12V, Electric, Lamppost, Light Brick, Trackside Structure, Train Accessory",Normal,Box,10689,11,52,Light Gray,Black
8841-1,Dune Buggy,/sets/8841-1/Dune-Buggy,Technical,Technic,,1983.0,180.0,0.0,,,,111.0,14.0,3.0,3.0,"Dune Buggy, Functional Steering, Multibuild, Off Roader, Tractor",Normal,Box,10383,53,180,Light Gray,Black
8847-1,Dragster,/sets/8847-1/Dragster,Technical,Technic,,1983.0,250.0,0.0,,,,,52.0,4.5,2.0,"Dragster, Motor Trike, Multibuild, Racing, Racing Car",Normal,Box,14582,69,252,Light Gray,Blue
15-1,Castle Minifigures,/sets/15-1/Castle-Minifigures,Historical,Castle,Classic,1984.0,10.0,6.0,,/minifigs/inset-15-1,,,,,,"Classic Knights, Minifigure Pack",Normal,,3335,16,38,Light Gray,Black
105-1,Mail Van,/sets/105-1/Mail-Van,Modern day,Town,Special,1984.0,65.0,1.0,,/minifigs/inset-105-1,,199.0,116.0,4.0,1.0,"Canada Post, Delivery Truck, Mail, Post, Van",Normal,Box,12217,34,65,Red,White
3639-1,Paddy Wagon,/sets/3639-1/Paddy-Wagon,Junior,Fabuland,,1984.0,9.0,2.0,,/minifigs/inset-3639-1,,,14.0,,,"Police, Police Car, Prisoner Transport",Normal,,13207,11,12,Blue,Black
3664-1,Bertie Bulldog (Police Chief) and Constable Bulldog,/sets/3664-1/Bertie-Bulldog-(Police-Chief)-and-Constable-Bulldog,Junior,Fabuland,,1984.0,63.0,2.0,,/minifigs/inset-3664-1,,,31.0,5.0,1.0,"Baseplate, Motorcycle, Police, Police Station",Normal,,11643,24,63,Blue,Red
3670-1,Service Station,/sets/3670-1/Service-Station,Junior,Fabuland,,1984.0,52.0,2.0,,/minifigs/inset-3670-1,20.0,,54.0,,,"Baseplate, Motorcycle, Service Station, Service Vehicle, Tow Truck",Normal,,8427,30,54,Yellow,Red
3671-1,Airport,/sets/3671-1/Airport,Junior,Fabuland,,1984.0,49.0,3.0,,/minifigs/inset-3671-1,22.25,197.0,78.0,,,"Aircraft, Airport, Biplane, Propeller Aircraft, Road Baseplate",Normal,,673,34,57,Yellow,Red
3711-1,Tubby and Tuba,/sets/3711-1/Tubby-and-Tuba,Junior,Fabuland,,1984.0,4.0,1.0,,/minifigs/inset-3711-1,,,8.0,,,Musical,Normal,,4362,4,5,Blue,Red
3713-1,Mike Monkey,/sets/3713-1/Mike-Monkey,Junior,Fabuland,,1984.0,7.0,1.0,,/minifigs/inset-3713-1,,,21.0,,,Musical,Normal,,4082,6,8,Black,White
6010-1,Supply Wagon,/sets/6010-1/Supply-Wagon,Historical,Castle,Lion Knights,1984.0,35.0,1.0,,/minifigs/inset-6010-1,3.0,167.0,9.0,4.4,12.0,"Cart, Horse",Normal,Box,7288,26,36,Black,Red
6021-1,Jousting Knights,/sets/6021-1/Jousting-Knights,Historical,Castle,Lion Knights,1984.0,37.0,2.0,,/minifigs/inset-6021-1,5.25,91.0,16.0,4.0,5.0,"Black Falcons, Crusaders, Horse, Tournaments",Normal,Box,4748,30,41,Black,Blue
6022-1,Horse Cart,/sets/6022-1/Horse-Cart,Historical,Castle,Lion Knights,1984.0,42.0,2.0,,/minifigs/inset-6022-1,5.0,54.0,14.0,3.3,6.0,"Cart, Crusaders, Horse",Normal,Box,2110,30,43,Black,Red
6030-1,Catapult,/sets/6030-1/Catapult,Historical,Castle,Black Falcons,1984.0,83.0,2.0,,/minifigs/inset-6030-1,6.0,264.0,18.0,4.0,8.0,"Black Falcons, Catapult",Normal,Box,2491,32,84,Black,Light Gray
6040-1,Blacksmith Shop,/sets/6040-1/Blacksmith-Shop,Historical,Castle,Lion Knights,1984.0,92.0,2.0,,/minifigs/inset-6040-1,9.25,261.0,30.0,4.4,8.0,"Blacksmith, Cart, Crusaders, Horse, Shop",Normal,Box,4258,50,93,Light Gray,Red
6061-1,Siege Tower,/sets/6061-1/Siege-Tower,Historical,Castle,Lion Knights,1984.0,216.0,4.0,,/minifigs/inset-6061-1,17.5,333.0,44.0,4.3,6.0,"Crusaders, Horse",Normal,Box,5613,76,220,Black,Light Gray
6073-1,Knight's Castle,/sets/6073-1/Knight-s-Castle,Historical,Castle,Black Falcons,1984.0,410.0,6.0,,/minifigs/inset-6073-1,27.0,862.0,100.0,4.4,12.0,"Black Falcons, Castle, Drawbridge, Enclosed Fortress, Horse",Normal,Box,7300,112,420,Light Gray,Black
6080-1,King's Castle,/sets/6080-1/King-s-Castle,Historical,Castle,Lion Knights,1984.0,674.0,12.0,,/minifigs/inset-6080-1,52.75,2314.0,158.0,4.9,15.0,"Baseplate, Castle, Crusaders, Drawbridge, Enclosed Fortress, Horse",Normal,Box,15807,115,687,Light Gray,Black
6103-2,Castle Figures,/sets/6103-2/Castle-Figures,Historical,Castle,Accessories,1984.0,25.0,4.0,,/minifigs/inset-6103-2,,90.0,27.0,,,"Black Falcons, Crusaders",Normal,Box,15035,19,27,Dark Gray,Red
6366-1,Fire & Rescue Squad,/sets/6366-1/Fire-Rescue-Squad,Modern day,Town,Fire,1984.0,112.0,3.0,,/minifigs/inset-6366-1,,227.0,25.0,4.3,4.0,"Fire, Fire Truck, Motorcycle, Pickup Truck, Truck",Normal,Box,3014,52,117,Red,Black
6367-1,Semi Truck,/sets/6367-1/Semi-Truck,Modern day,Town,Vehicles,1984.0,155.0,1.0,,/minifigs/inset-6367-1,,621.0,25.0,4.0,1.0,"Articulated Lorry, Trailer, Truck",Normal,Box,9794,58,154,Blue,White
6373-1,Motorcycle Shop,/sets/6373-1/Motorcycle-Shop,Modern day,Town,Shops and Services,1984.0,171.0,2.0,,/minifigs/inset-6373-1,17.5,1049.0,50.0,4.9,8.0,"Baseplate, Motorcycle, Service Station, Shop, Sidecar",Normal,Box,9799,79,190,Yellow,Red
6391-1,Cargo Center,/sets/6391-1/Cargo-Center,Modern day,Town,Shops and Services,1984.0,553.0,5.0,,/minifigs/inset-6391-1,43.0,688.0,178.0,5.0,1.0,"Aircraft, Cargo, Forklift, Helicopter, Landing Pad, Propeller Aircraft, Road Baseplate, Sliding Door, Transport Vehicle, Truck",Normal,Box,13464,143,567,Blue,Black
6605-1,Road Racer,/sets/6605-1/Road-Racer,Modern day,Town,Racing,1984.0,20.0,1.0,,/minifigs/inset-6605-1,,30.0,3.0,3.0,1.0,"Car, Racing, Racing Car",Normal,Box,10873,14,20,Blue,Black
6621-1,Fire Truck,/sets/6621-1/Fire-Truck,Modern day,Town,Fire,1984.0,38.0,1.0,,/minifigs/inset-6621-1,,175.0,6.0,2.5,2.0,"Fire, Fire Truck, Truck",Normal,Box,751,28,39,Red,Black
6622-1,Mailman on Motorcycle,/sets/6622-1/Mailman-on-Motorcycle,Modern day,Town,Postal,1984.0,26.0,2.0,,/minifigs/inset-6622-1,,88.0,7.0,4.3,4.0,"Mail, Motorcycle, Post, Sidecar",Normal,Box,15048,22,30,Yellow,Red
6628-2,Construction Workers,/sets/6628-2/Construction-Workers,Modern day,Town,Accessories,1984.0,20.0,4.0,,/minifigs/inset-6628-2,,,,4.0,1.0,"Construction, Minifigure Pack",Normal,Blister pack,13868,5,20,Blue,Dark Gray
6655-1,Auto & Tire Repair,/sets/6655-1/Auto-Tire-Repair,Modern day,Town,Shops and Services,1984.0,58.0,1.0,,/minifigs/inset-6655-1,,79.0,9.0,4.3,6.0,"Car, Service Station",Normal,Box,4270,33,58,Red,Black
6684-1,Police Patrol Squad,/sets/6684-1/Police-Patrol-Squad,Modern day,Town,Police,1984.0,77.0,2.0,,/minifigs/inset-6684-1,6.5,93.0,11.0,4.0,6.0,"Motorcycle, Police, Police Car, Prisoner Transport",Normal,Box,16036,44,81,Black,White
6686-1,Backhoe,/sets/6686-1/Backhoe,Modern day,Town,Construction,1984.0,88.0,1.0,,/minifigs/inset-6686-1,,284.0,12.0,5.0,1.0,"Backhoe, Construction, Front Loader",Normal,Box,2566,44,88,Yellow,Black
6694-1,Car with Camper,/sets/6694-1/Car-with-Camper,Modern day,Town,Leisure,1984.0,109.0,2.0,,/minifigs/inset-6694-1,,,14.0,5.0,1.0,"Camper, Camping, Car, Caravan, Trailer",Normal,Box,1549,55,109,Blue,White
6695-1,Tanker Truck,/sets/6695-1/Tanker-Truck,Modern day,Town,Vehicles,1984.0,106.0,1.0,,/minifigs/inset-6695-1,,298.0,13.0,,,"Articulated Lorry, Shell, Tanker, Tanker Vehicle, Trailer, Truck",Normal,Box,238,52,106,Black,Yellow
6696-1,Fuel Tanker,/sets/6696-1/Fuel-Tanker,Modern day,Town,Vehicles,1984.0,106.0,1.0,,/minifigs/inset-6696-1,,,43.0,3.8,4.0,"Articulated Lorry, Exxon, Tanker, Tanker Vehicle, Trailer, Truck",Normal,Box,8951,50,106,White,Black
6804-1,Surface Rover,/sets/6804-1/Surface-Rover,Action/Adventure,Space,Classic,1984.0,21.0,1.0,,/minifigs/inset-6804-1,0.99,118.0,13.0,4.0,4.0,Ground Vehicle,Normal,,3310,15,21,Black,Light Gray
6824-1,Space Dart I,/sets/6824-1/Space-Dart-I,Action/Adventure,Space,Classic,1984.0,48.0,1.0,,/minifigs/inset-6824-1,,125.0,22.0,4.3,3.0,Spaceship,Normal,,2209,29,48,Light Gray,Black
6846-1,Tri-Star Voyager,/sets/6846-1/Tri-Star-Voyager,Action/Adventure,Space,Classic,1984.0,69.0,1.0,,/minifigs/inset-6846-1,4.45,208.0,11.0,4.8,5.0,Spaceship,Normal,,10980,39,69,Blue,White
6871-1,Star Patrol Launcher,/sets/6871-1/Star-Patrol-Launcher,Action/Adventure,Space,Classic,1984.0,70.0,2.0,,/minifigs/inset-6871-1,,198.0,23.0,4.0,2.0,"Ground Vehicle, Launcher, Spaceship",Normal,,14291,48,71,Light Gray,Black
6881-1,Lunar Rocket Launcher,/sets/6881-1/Lunar-Rocket-Launcher,Action/Adventure,Space,Classic,1984.0,97.0,1.0,,/minifigs/inset-6881-1,,411.0,21.0,5.0,1.0,"Ground Vehicle, Launcher, Rocket",Normal,,3356,47,98,Blue,Black
6928-1,Uranium Search Vehicle,/sets/6928-1/Uranium-Search-Vehicle,Action/Adventure,Space,Classic,1984.0,199.0,2.0,,/minifigs/inset-6928-1,,225.0,42.0,4.5,2.0,"8 Wheel Vehicle, Ground Vehicle, Lab, Trailer",Normal,,467,69,201,Blue,Light Gray
6951-1,Robot Command Center,/sets/6951-1/Robot-Command-Center,Action/Adventure,Space,Classic,1984.0,295.0,3.0,,/minifigs/inset-6951-1,,413.0,65.0,4.9,8.0,"Ground Vehicle, Mech, Rocket, Spaceship",Normal,,10548,111,295,Blue,Light Gray
6971-1,Inter-Galactic Command Base,/sets/6971-1/Inter-Galactic-Command-Base,Action/Adventure,Space,Classic,1984.0,328.0,3.0,,/minifigs/inset-6971-1,,1042.0,173.0,4.8,6.0,"Base, Baseplate, Rocket, Spaceship",Normal,,6953,115,329,Blue,White
8020-1,Universal Set,/sets/8020-1/Universal-Set,Technical,Technic,Universal,1984.0,119.0,0.0,,,,51.0,13.0,5.0,4.0,"Functional Steering, Helicopter, Van, Windmill",Normal,Box,8600,41,124,Yellow,Light Gray
8040-1,Universal Set,/sets/8040-1/Universal-Set,Technical,Technic,Universal,1984.0,163.0,0.0,,,,137.0,19.0,4.3,3.0,"Functional Steering, Pneumatic, Tipper Truck, Truck",Normal,Box,7959,51,162,Light Gray,Black
8843-1,Fork-Lift Truck,/sets/8843-1/Fork-Lift-Truck,Technical,Technic,,1984.0,269.0,0.0,,,,247.0,42.0,3.5,4.0,"Forklift, Pneumatic",Normal,Box,14657,82,272,Black,Light Gray
8851-1,Excavator,/sets/8851-1/Excavator,Technical,Technic,,1984.0,347.0,0.0,,,,,63.0,3.9,11.0,"Bulldozer, Construction, Excavator, Flagship Set, Multibuild, Pneumatic, Tracked Vehicle",Normal,Box,6454,73,367,Black,Light Gray
106-1,UNICEF Van,/sets/106-1/UNICEF-Van,Modern day,Town,Special,1985.0,59.0,1.0,,/minifigs/inset-106-1,,,1493.0,5.0,1.0,"4X4, Off Roader, Van",Normal,Box,6550,36,59,Black,Blue
107-2,Mail Truck,/sets/107-2/Mail-Truck,Modern day,Town,Special,1985.0,31.0,1.0,,/minifigs/inset-107-2,,899.0,128.0,5.0,2.0,"Articulated Lorry, Canada, Canada Post, Mail, Post, Trailer, Truck",Normal,Box,7958,56,138,Black,White
