set_no,name,price_store,price_used,popularity,group,year,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
6407-1,Fire Chief,5.5,3.0,10.0,Modern day,1997.0,26,18,7,Black,White
6417-1,Show Jumping Event,4.0,10.0,6.0,Modern day,1997.0,45,29,13,Red,White
6441-1,Deep Sea Refuge,60.0,74.0,50.0,Modern day,1997.0,453,187,19,White,Black
6442-1,Sting Ray Explorer,20.0,24.0,24.0,Modern day,1997.0,153,78,15,Black,Yellow
6444-1,Outback Airstrip,20.0,24.0,15.0,Modern day,1997.0,168,104,15,Gray,Black
6486-1,Fire Engine,10.0,7.0,7.0,Modern day,1997.0,70,41,8,White,Black
6487-1,Mountain Rescue,6.0,9.0,8.0,Modern day,1997.0,70,51,12,Gray,Black
6489-1,Seaside Holiday Cottage,13.25,41.0,4.0,Modern day,1997.0,89,58,11,White,Gray
6490-1,Amazon Crossing,15.0,17.0,36.8,Modern day,1997.0,121,72,13,Gray,Black
6495-1,Time Tunnelator,10.0,9.0,8.0,Action/Adventure,1997.0,85,56,11,Black,Gray
6496-1,Whirling Time Warper,22.0,22.0,17.2,Action/Adventure,1997.0,167,97,19,Black,Blue
6497-1,Twisted Time Train,38.5,39.0,20.0,Action/Adventure,1997.0,300,124,14,Black,Blue
6499-1,Time Tunnelator,10.0,13.0,22.0,Action/Adventure,1997.0,83,54,12,Black,Blue
6547-1,Fun Fair,27.5,73.0,9.0,Modern day,1997.0,207,92,16,White,Gray
6548-1,Octan Gas Station,24.0,25.0,6.0,Modern day,1997.0,128,73,11,White,Black
6549-1,Roadblock Runners,30.0,33.0,18.0,Modern day,1997.0,184,105,12,Black,White
6550-1,Outback Racer,4.0,5.0,22.799999999999997,Modern day,1997.0,51,33,9,Yellow,Green
6553-1,Crisis News Crew,12.0,22.0,21.0,Modern day,1997.0,139,84,13,White,Black
6554-1,Blaze Brigade,44.0,27.0,16.8,Modern day,1997.0,263,125,15,White,Red
6555-1,Sea Hunter,4.5,8.0,28.699999999999996,Modern day,1997.0,32,30,12,Gray,Red
6556-1,Scuba Squad,8.75,8.0,32.9,Modern day,1997.0,78,54,11,White,Black
6557-1,Treasure Hunters,22.0,158.0,5.0,Modern day,1997.0,148,99,17,White,Black
6558-1,Shark Cage Cove,30.0,34.0,14.100000000000001,Modern day,1997.0,202,113,21,Gray,White
6559-1,Deep Sea Bounty,44.0,51.0,18.0,Modern day,1997.0,361,187,20,White,Black
6560-1,Diving Expedition Explorer,79.0,96.0,5.0,Modern day,1997.0,487,218,18,Black,Gray
6564-1,Recycle Truck,7.25,4.0,20.7,Modern day,1997.0,35,21,10,Black,Yellow
6565-1,Construction Crew,16.5,12.0,19.0,Modern day,1997.0,78,31,10,Yellow,Black
6566-1,Bank,15.0,16.0,42.9,Modern day,1997.0,108,65,11,Black,Gray
6599-1,Shark Attack,10.0,12.0,14.100000000000001,Modern day,1997.0,62,54,12,Yellow,Black
6706-1,Frontier Patrol,6.0,24.0,50.599999999999994,Historical,1997.0,29,26,9,Blue,Gray
6709-1,Tribal Chief,4.0,9.0,22.799999999999997,Historical,1997.0,16,14,8,White,Black
6718-1,Raindance Ridge,8.0,20.0,22.799999999999997,Historical,1997.0,74,55,10,Black,Gray
6746-1,Chief's Tepee,20.0,48.0,32.8,Historical,1997.0,136,75,11,Black,Gray
6748-1,Boulder Cliff Canyon,40.0,95.0,4.0,Historical,1997.0,258,111,11,Black,Gray
6766-1,Rapid River Village,60.0,122.0,40.0,Historical,1997.0,357,137,12,Black,Gray
6790-1,Bandit with Gun,2.0,6.0,21.0,Historical,1997.0,21,18,6,Black,Gray
6799-1,Showdown Canyon,10.0,30.0,14.100000000000001,Historical,1997.0,77,53,9,Black,Brown
6818-1,Cyborg Scout,3.0,5.0,47.3,Action/Adventure,1997.0,38,28,5,Gray,Black
6829-1,Radon Rover,6.0,7.0,13.2,Action/Adventure,1997.0,53,31,5,Black,Gray
6836-1,V-Wing Fighter,4.0,7.0,34.300000000000004,Action/Adventure,1997.0,42,29,5,Black,Gray
6900-1,Cyber Saucer,22.0,28.0,36.0,Action/Adventure,1997.0,112,46,5,Black,Gray
6915-1,Warp Wing Fighter,30.0,36.0,57.599999999999994,Action/Adventure,1997.0,234,99,5,Black,Gray
6975-1,Alien Avenger,60.0,50.0,84.60000000000001,Action/Adventure,1997.0,373,132,8,Black,Gray
6979-1,Interstellar Starfighter,80.0,84.0,43.0,Action/Adventure,1997.0,292,133,10,Black,Gray
6999-1,Cyber Saucer,20.0,21.0,12.0,Action/Adventure,1997.0,116,50,6,Black,Gray
2532-1,Aircraft and Ground Crew,19.75,41.0,4.0,Modern day,1998.0,143,78,12,White,Black
2535-1,Formula 1 Racing Car,2.0,3.0,16.0,Modern day,1998.0,30,21,5,Black,Red
2536-1,Divers Jet Ski,2.0,3.0,21.0,Modern day,1998.0,24,22,7,Black,Red
2537-1,Extreme Team Raft,2.0,3.0,33.300000000000004,Modern day,1998.0,20,15,7,Brown,Gray
2538-1,Fire-Cart,2.0,4.0,8.0,Historical,1998.0,20,16,7,Black,Brown
2539-1,Flying Machine,2.0,4.0,12.0,Historical,1998.0,21,17,8,Black,Red
2540-1,Catapault Cart,2.0,4.0,19.799999999999997,Historical,1998.0,27,20,6,Black,Yellow
2541-1,Adventurers Car,2.0,5.0,12.899999999999999,Historical,1998.0,26,17,6,Gray,Black
2542-1,Adventurers Aeroplane,2.0,5.0,15.2,Historical,1998.0,22,19,6,Black,Gray
2543-1,Spacecraft,2.0,4.0,22.799999999999997,Action/Adventure,1998.0,20,16,6,Transparent,Black
2879-1,Desert Expedition,20.0,46.0,15.0,Historical,1998.0,198,112,11,Black,Gray
2962-1,Res-Q Lifeguard,6.75,10.0,9.0,Modern day,1998.0,72,50,11,Black,White
2963-1,Extreme Team Racer,6.0,5.0,46.0,Modern day,1998.0,83,40,7,Black,Gray
2964-1,Space Spider,6.0,18.0,,Action/Adventure,1998.0,46,32,6,Gray,Black
2965-1,Hornet Scout,8.0,12.0,15.0,Action/Adventure,1998.0,74,49,7,Black,Gray
2996-1,Adventurers Tomb,8.0,45.0,14.0,Historical,1998.0,81,56,12,Gray,Black
3225-1,Classic Train,66.0,170.0,11.100000000000001,Modern day,1998.0,286,102,13,Black,Red
3442-1,LEGOLAND California Truck,10.0,25.0,14.100000000000001,Modern day,1998.0,106,53,10,Black,Red
3722-1,Treasure Tomb,20.0,70.0,5.0,Historical,1998.0,165,95,16,Tan,Black
5542-1,Black Thunder,40.0,66.0,10.0,Model making,1998.0,493,174,8,Black,Gray
5600-1,Radio Control Racer,80.0,32.0,14.100000000000001,Racing,1998.0,297,129,9,Black,Yellow
5909-1,Treasure Raiders,3.75,55.0,12.0,Historical,1998.0,199,113,12,Black,Gray
5918-1,Scorpion Tracker,4.0,8.0,92.0,Historical,1998.0,35,27,7,Black,Tan
5919-1,The Valley of the Kings,20.0,56.0,16.0,Historical,1998.0,169,99,15,Tan,Black
5928-1,Bi-Wing Baron,6.0,9.0,81.0,Historical,1998.0,73,43,10,Black,Gray
5938-1,Oasis Ambush,8.0,16.0,89.3,Historical,1998.0,83,56,12,Black,Tan
5948-1,Desert Expedition,20.0,49.0,14.100000000000001,Historical,1998.0,199,113,12,Black,Gray
5958-1,Mummy's Tomb,30.0,41.0,39.6,Historical,1998.0,262,125,12,Gray,Black
5978-1,Sphinx Secret Surprise,50.0,79.0,57.599999999999994,Historical,1998.0,353,196,14,Gray,Black
5988-1,The Temple of Anubis,80.0,152.0,49.0,Historical,1998.0,733,264,17,Gray,Black
6031-1,Fright Force,6.0,25.0,15.0,Historical,1998.0,32,30,9,Black,Gray
6033-1,Treasure Transport,6.0,9.0,32.199999999999996,Historical,1998.0,61,44,12,Black,Red
6045-1,Ninja Surprise,13.0,21.0,42.0,Historical,1998.0,112,59,10,Black,Red
6083-2,Samurai Stronghold,20.0,34.0,41.4,Historical,1998.0,198,79,13,Black,Gray
6088-1,Robber's Retreat,30.0,51.0,19.0,Historical,1998.0,281,119,12,Black,Red
6089-1,Stone Tower Bridge,50.0,69.0,27.0,Historical,1998.0,410,120,11,Black,Red
6093-1,Flying Ninja Fortress,90.0,128.0,47.0,Historical,1998.0,698,172,14,Black,White
6107-1,Recon Ray,3.0,4.0,17.2,Action/Adventure,1998.0,20,16,7,Gray,Gray
6109-1,Sea Creeper,10.0,60.0,12.0,Action/Adventure,1998.0,80,40,8,Black,Gray
6110-1,Solo Sub,4.0,7.0,28.0,Action/Adventure,1998.0,26,22,9,Black,Gray
6140-1,Crab,10.0,13.0,11.100000000000001,Action/Adventure,1998.0,79,39,8,Black,Gray
6150-1,Crystal Detector,20.0,25.0,12.0,Action/Adventure,1998.0,106,62,10,Black,Yellow
6160-1,Sea Scorpion,35.0,41.0,18.0,Action/Adventure,1998.0,306,103,9,Black,Gray
6180-1,Hydro Search Sub,50.0,66.0,30.800000000000004,Action/Adventure,1998.0,297,110,13,Black,Yellow
6198-1,Stingray Stormer,70.0,111.0,27.0,Action/Adventure,1998.0,413,123,9,Black,Gray
6199-1,Hydro Crystallisation Station,90.0,101.0,12.0,Action/Adventure,1998.0,486,160,13,Black,Yellow
6324-1,Chopper Cop,3.0,3.0,25.900000000000002,Modern day,1998.0,27,24,8,Black,White
6325-1,Package Pick-Up,4.75,4.0,16.0,Modern day,1998.0,29,21,7,White,Black
6326-1,Town Folk,6.0,9.0,36.8,Modern day,1998.0,40,35,12,White,Black
6327-1,Turbo Champ,10.0,5.0,15.2,Modern day,1998.0,48,38,9,Black,White
6328-1,Helicopter Transport,15.0,8.0,15.0,Modern day,1998.0,103,55,10,Black,White
6329-1,Truck Stop,25.0,22.0,16.0,Modern day,1998.0,140,82,14,Black,White
6330-1,Cargo Center,49.75,39.0,9.899999999999999,Modern day,1998.0,248,122,13,Black,White
6332-1,Command Post Central,60.0,43.0,23.8,Modern day,1998.0,285,143,12,Black,White
6420-1,Mail Carrier,2.0,10.0,17.2,Modern day,1998.0,14,12,5,Yellow,Red
6422-1,Telephone Repair,8.75,6.0,18.0,Modern day,1998.0,48,38,10,White,Black
6424-1,Rig Racers,20.0,10.0,17.2,Modern day,1998.0,107,62,11,Black,White
6426-1,Super Cycle Center,30.0,18.0,14.0,Modern day,1998.0,146,91,11,Black,White
6431-1,Road Rescue,4.0,4.0,28.699999999999996,Modern day,1998.0,48,32,7,Black,White
6445-1,Emergency Evac,8.0,8.0,18.0,Modern day,1998.0,101,65,10,Black,White
6451-1,River Response,20.0,13.0,30.800000000000004,Modern day,1998.0,152,76,11,Black,Yellow
6462-1,Aerial Recovery,25.0,20.0,27.0,Modern day,1998.0,200,116,12,Black,Yellow
6473-1,Res-Q Cruiser,35.0,28.0,19.2,Modern day,1998.0,305,118,11,Black,Gray
6479-1,Emergency Response Center,60.0,52.0,18.0,Modern day,1998.0,433,195,12,Black,Gray
6567-1,Speed Splash,3.0,4.0,24.0,Modern day,1998.0,28,22,7,Black,Gray
6568-1,Drag Race Rally,30.0,31.0,8.0,Modern day,1998.0,295,128,14,Black,Gray
6572-1,Wind Runners,6.0,5.0,19.0,Modern day,1998.0,55,46,8,Black,White
6580-1,Land Jet 7,12.0,7.0,7.0,Modern day,1998.0,115,61,11,Black,Red
6582-1,Daredevil Flight Squad,30.0,26.0,9.0,Modern day,1998.0,291,133,15,Black,White
6584-1,Extreme Team Challenge,50.0,45.0,15.0,Modern day,1998.0,357,144,14,Gray,Black
6585-1,Hang-Glider,2.5,3.0,6.0,Modern day,1998.0,19,15,5,Black,Red
6589-1,Radical Racer,10.0,9.0,4.0,Modern day,1998.0,84,51,12,Gray,Red
6817-1,Beta Buzzer,4.0,6.0,41.4,Action/Adventure,1998.0,33,27,6,Black,Gray
6837-1,Cosmic Creeper,8.0,8.0,17.2,Action/Adventure,1998.0,60,44,6,Blue,Gray
6903-1,Bug Blaster,3.0,5.0,32.8,Action/Adventure,1998.0,24,20,5,Black,Gray
6905-1,Bi-Wing Blaster,15.0,13.0,9.0,Action/Adventure,1998.0,118,67,7,Black,Gray
6907-1,Sonic Stinger,22.0,15.0,14.100000000000001,Action/Adventure,1998.0,96,52,6,Black,Blue
6919-1,Planetary Prowler,35.0,26.0,18.0,Action/Adventure,1998.0,250,103,9,Blue,Black
6969-1,Celestial Stinger,50.0,40.0,34.300000000000004,Action/Adventure,1998.0,256,112,8,Black,Gray
6977-1,Arachnoid Star Base,80.0,64.0,30.0,Action/Adventure,1998.0,434,145,9,Black,Gray
1070-1,Stunt Flyer,3.0,2.0,,Modern day,1999.0,20,17,7,White,Black
1095-1,Super Sub,3.0,9.0,,Action/Adventure,1999.0,24,19,7,Black,Blue
1097-1,Res-Q Runner,2.0,3.0,4.0,Modern day,1999.0,18,17,5,Yellow,Black
1185-1,Raft,2.0,9.0,15.2,Historical,1999.0,25,17,6,Red,Black
1187-1,Glider,2.0,4.0,31.2,Historical,1999.0,25,13,6,Black,Blue
1246-1,Helicopter,1.7,5.0,7.0,Modern day,1999.0,29,22,7,Black,Gray
1247-1,Patrol Car,1.7,4.0,25.2,Modern day,1999.0,33,19,8,Black,White
1248-1,Fire Boat,1.7,4.0,6.0,Modern day,1999.0,24,21,7,White,Gray
1249-1,Tri-motorbike,1.7,3.0,15.2,Modern day,1999.0,19,16,8,White,Blue
1250-1,Dragster,1.7,3.0,6.0,Modern day,1999.0,24,18,4,Black,White
1251-1,Go-Cart,1.7,6.0,13.2,Modern day,1999.0,25,16,6,Yellow,Black
1252-1,Shell Tanker,7.0,9.0,18.0,Modern day,1999.0,106,56,9,White,Gray
1253-1,Shell Race Car Transporter,6.25,8.0,11.100000000000001,Modern day,1999.0,102,57,9,Black,Red
1254-1,Shell Convenience Store,13.0,20.0,38.4,Modern day,1999.0,169,101,17,Gray,White
1255-1,Shell Car Wash,13.0,22.0,21.0,Modern day,1999.0,138,69,15,White,Yellow
1256-1,Shell Service Station,20.0,25.0,25.799999999999997,Modern day,1999.0,166,92,11,White,Black
1265-1,Moon Buggy,3.0,3.0,5.0,Modern day,1999.0,27,19,6,Black,White
1271-1,Jungle Surprise,2.0,14.0,38.699999999999996,Historical,1999.0,33,25,12,Green,Gray
2774-1,Red Tiger,15.0,18.0,9.0,Modern day,1999.0,147,88,11,Black,Red
3050-1,Shanghai Surprise,12.0,25.0,32.8,Historical,1999.0,109,62,14,Black,Blue
3051-1,Blaze Attack,15.0,26.0,22.0,Historical,1999.0,144,68,13,Black,Gray
3052-1,Ninja Fire Fortress,30.0,59.0,25.200000000000003,Historical,1999.0,173,74,14,Black,Tan
3053-1,Emperor's Stronghold,40.0,90.0,38.699999999999996,Historical,1999.0,335,107,13,Black,Tan
3438-1,McDonalds Restaurant,10.0,45.0,25.799999999999997,Modern day,1999.0,93,65,12,Red,Black
4533-1,Train Track Snow Remover,9.0,27.0,7.0,Modern day,1999.0,60,42,8,Black,Gray
4541-1,Rail and Road Service Truck,13.0,35.0,8.0,Modern day,1999.0,129,67,11,Black,Yellow
4553-1,Train Wash,30.0,75.0,14.0,Modern day,1999.0,190,73,13,White,Black
4556-1,Train Station,42.0,51.0,14.0,Modern day,1999.0,235,102,14,Red,Black
4557-1,Freight Loading Station,30.0,43.0,13.2,Modern day,1999.0,216,100,14,Black,Gray
4561-1,Railway Express,130.0,128.0,77.39999999999999,Modern day,1999.0,678,207,17,Black,White
4805-1,Ninja Knights,6.0,26.0,20.0,Historical,1999.0,32,30,9,Black,Gray
4910-1,The Hover Scout,3.0,7.0,64.5,Action/Adventure,1999.0,41,29,8,Gray,Black
4920-1,Rapid Rider,4.0,5.0,42.0,Action/Adventure,1999.0,39,27,9,Gray,Black
4930-1,The Rock Raiders,6.0,20.0,73.5,Action/Adventure,1999.0,52,47,11,Gray,Black
4940-1,The Granite Grinder,15.0,25.0,71.4,Action/Adventure,1999.0,112,54,10,Yellow,Black
4950-1,The Loader-Dozer,20.0,25.0,81.0,Action/Adventure,1999.0,94,58,10,Gray,Black
